"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-16","4.4"," 1747"," 1425","0.0",,"0.0","0.0",,"16.7","3.3",,"   50","   60",,"8.9","11.6",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-17","5.4"," 1414"," 1312","0.0",,"0.0","0.0",,"17.2","8.3",,"   50","   60",,"9.8","13.0",,,,,,,,,,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-18","3.9"," 1016"," 1023","7.6",,"0.0","0.0",,"17.8","11.1",,"   70","   70",,"6.7","8.9","    1",,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-19","2.6"," 1950"," 1949","4.6",,"0.0","0.0",,"21.7","13.3",,"  260","  260",,"5.8","6.7","    1",,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-20","1.6"," 1410"," 1426","0.0",,"0.0","0.0",,"23.3","11.7",,"   70","  110",,"4.5","6.3","    1","    1",,,,,,"    1",,,"    1",,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-21","3.1"," 1026"," 1022","1.3",,"0.0","0.0",,"25.0","13.3",,"  160","  150",,"7.2","8.9","    1",,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-22","4.6"," 1926"," 1935","0.0",,"0.0","0.0",,"30.0","15.0",,"  200","  210",,"14.3","18.3","    1",,"    1",,,,,"    1",,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-23","6.4"," 1437"," 1437","15.0",,"0.0","0.0",,"25.0","15.6",,"  250","  240",,"17.0","21.5","    1",,"    1",,,,,,,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-24","2.3"," 2343"," 2342","0.0",,"0.0","0.0",,"23.3","13.3",,"   80","   70",,"6.3","8.9",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-25","5.7"," 1306"," 1312","18.8",,"0.0","0.0",,"16.1","11.1",,"   70","   60",,"9.8","13.0","    1",,"    1",,,,,,,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-26","6.3"," 1918"," 1917","10.2",,"0.0","0.0",,"12.2","8.9",,"   30","   30",,"10.3","13.4","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-27","4.4"," 1009"," 1047","0.0",,"0.0","0.0",,"16.1","7.2",,"   60","  100",,"9.4","11.2","    1",,,,,,,,,,"    1",,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-28","3.8"," 0948"," 1423","1.0",,"0.0","0.0",,"18.3","12.2",,"  180","  230",,"9.4","11.2","    1",,,,,,,"    1",,,"    1","    1","    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-29","2.1"," 1733"," 1737","12.4",,"0.0","0.0",,"22.8","11.1",,"   90","  100",,"13.4","16.1","    1","    1","    1",,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-30","4.1"," 1501"," 1501","0.0",,"0.0","0.0",,"31.7","16.7",,"  180","  180",,"8.9","10.7","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-05-31","6.5"," 1744"," 1737","0.0",,"0.0","0.0",,"31.1","21.1",,"  250","  240",,"13.4","16.5",,,,,,,,,,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-01","7.9"," 1456"," 1450","0.0",,"0.0","0.0",,"24.4","17.2",,"  260","  250",,"14.8","18.3",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-02","2.0"," 0107"," 0211","0.0",,"0.0","0.0",,"22.8","10.0",,"   20","   20",,"6.7","8.9",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-03","4.3"," 1014"," 1142","0.0",,"0.0","0.0",,"26.7","13.3",,"  160","  150",,"7.6","9.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-04","4.6"," 0954"," 0953","0.0",,"0.0","0.0",,"32.8","21.1",,"  270","  280",,"9.4","11.2",,,,,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-05","2.3"," 1722"," 1736","0.0",,"0.0","0.0",,"30.0","15.0",,"  260","  250",,"6.7","8.0",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-06","3.0"," 2319"," 2318","0.0",,"0.0","0.0",,"30.0","13.3",,"  190","  200",,"7.2","9.4",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-07","4.1"," 1654"," 1630","0.0",,"0.0","0.0",,"34.4","23.3",,"  240","  250",,"8.0","11.2",,,,,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-08","6.1"," 2309"," 2313","0.0",,"0.0","0.0",,"33.9","23.9",,"  270","  280",,"16.5","21.5",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-09","4.1"," 0307"," 0307","0.0",,"0.0","0.0",,"25.0","15.0",,"  190","  190",,"9.4","11.2",,,,,,,,"    1",,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-10","4.7"," 0829"," 0828","8.6",,"0.0","0.0",,"15.6","12.2",,"  100","   90",,"11.2","13.9","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-11","3.6"," 2343"," 2343","0.0",,"0.0","0.0",,"21.1","12.2",,"  340","  350",,"6.7","8.0","    1","    1",,,,,,"    1",,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-12","3.6"," 1001"," 1000","0.0",,"0.0","0.0",,"20.6","9.4",,"  320","  320",,"7.2","9.4",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-13","2.9"," 1858"," 1502","0.0",,"0.0","0.0",,"26.7","11.1",,"  250","  330",,"6.3","8.9",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-14","4.1"," 1356"," 1414","0.0",,"0.0","0.0",,"26.7","12.2",,"   70","   90",,"9.8","12.5",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-15","4.7"," 1057"," 1135","8.1",,"0.0","0.0",,"21.1","12.8",,"  130","  140",,"10.7","14.3","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-16","3.5"," 1422"," 1421","9.1",,"0.0","0.0",,"22.8","15.0",,"  250","  250",,"8.0","10.3","    1",,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-17","1.3"," 1409"," 1730","0.0",,"0.0","0.0",,"26.1","13.3",,"   50","  140",,"4.5","9.8","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-18","2.9"," 2010"," 2009","0.0",,"0.0","0.0",,"29.4","16.1",,"   70","   80",,"6.7","8.0","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-19","3.8"," 1301"," 1300","0.0",,"0.0","0.0",,"28.3","16.1",,"  150","  150",,"7.2","8.9",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-20","3.0"," 1347"," 1358","0.0",,"0.0","0.0",,"26.7","17.8",,"  200","  190",,"6.7","8.0","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-21","4.0"," 1758"," 1741","31.2",,"0.0","0.0",,"32.8","21.1",,"  300","  300",,"17.4","21.0","    1",,"    1",,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-22","5.3"," 1333"," 1331","14.7",,"0.0","0.0",,"26.7","18.9",,"  240","  240",,"13.9","17.4","    1",,"    1",,,,,"    1",,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-23","4.7"," 1401"," 1432","6.1",,"0.0","0.0",,"19.4","16.1",,"  240","  260",,"10.3","12.5","    1",,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-24","4.8"," 1705"," 1551","0.8",,"0.0","0.0",,"18.3","15.6",,"  270","  260",,"7.6","9.8","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-25","3.5"," 1501"," 1246","0.0",,"0.0","0.0",,"25.6","13.3",,"  300","  280",,"7.2","10.3",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-26","2.3"," 1632"," 1412","0.0",,"0.0","0.0",,"27.2","12.8",,"  100","  110",,"5.8","7.2",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-27","3.9"," 0955"," 1141","3.6",,"0.0","0.0",,"25.6","16.7",,"  130","  140",,"7.6","9.4","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-28","4.8"," 0817"," 0758","0.0",,"0.0","0.0",,"22.8","16.1",,"  300","  290",,"9.8","13.0",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-29","2.9"," 1239"," 1042","0.0",,"0.0","0.0",,"26.7","12.2",,"  290","  280",,"4.0","7.2",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-06-30","1.6"," 1623"," 1401","2.5",,"0.0","0.0",,"28.9","12.8",,"   30","  160",,"7.6","10.7","    1",,"    1",,,,,,,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-01","3.0"," 1330"," 1333","6.4",,"0.0","0.0",,"25.0","19.4",,"  170","  160",,"9.4","10.3","    1",,"    1",,,,,"    1",,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-02","4.9"," 1242"," 1242","0.0",,"0.0","0.0",,"31.7","21.1",,"  240","  240",,"9.4","10.7","    1",,,,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-03","2.5"," 1732"," 1705","0.0",,"0.0","0.0",,"30.0","18.3",,"  330","  300",,"7.2","10.7","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-04","2.2"," 1652"," 1230","0.0",,"0.0","0.0",,"29.4","16.7",,"  270","  280",,"5.4","8.9",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-05","3.7"," 1642"," 1554","0.0",,"0.0","0.0",,"31.7","16.1",,"  270","  270",,"8.0","10.3",,,,,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-06","3.2"," 1859"," 1734","0.0",,"0.0","0.0",,"30.6","18.3",,"  350","  300",,"6.7","8.9",,,,,,,,,,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-07","1.8"," 1601"," 1743","0.0",,"0.0","0.0",,"26.7","14.4",,"   30","   40",,"4.5","5.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-08","1.6"," 1939"," 1854","0.0",,"0.0","0.0",,"30.6","15.6",,"  320","  310",,"5.4","7.6",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-09","2.1"," 1752"," 1604","0.0",,"0.0","0.0",,"31.7","17.2",,"  220","  200",,"5.8","7.6",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-10","3.8"," 1510"," 1509","0.0",,"0.0","0.0",,"32.2","23.3",,"  250","  250",,"7.6","9.8",,,,,,,,"    1",,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-11","4.2"," 1001"," 1327","22.1",,"0.0","0.0",,"27.8","21.1",,"  250","  260",,"19.2","24.6","    1","    1","    1",,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-12","3.8"," 1818"," 1740","0.0",,"0.0","0.0",,"31.1","20.6",,"  340","  340",,"7.6","10.3","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-13","3.4"," 0152"," 1106","0.0",,"0.0","0.0",,"26.7","15.6",,"   20","   20",,"6.7","8.0",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-14","2.7"," 1414"," 1413","0.0",,"0.0","0.0",,"26.7","14.4",,"  140","  110",,"6.3","9.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-15","1.8"," 1522"," 1418","0.0",,"0.0","0.0",,"29.4","18.3",,"  140","  120",,"5.4","8.0",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-16","1.4"," 1436"," 1332","0.0",,"0.0","0.0",,"31.7","17.2",,"  180","  170",,"4.5","6.3",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-17","2.4"," 1727"," 1737","0.0",,"0.0","0.0",,"33.3","21.1",,"  250","  240",,"6.7","7.6","    1",,,,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-18","5.2"," 1139"," 1139","2.0",,"0.0","0.0",,"32.8","23.3",,"  250","  250",,"9.8","11.6",,,"    1",,,,,"    1",,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-19","2.0"," 1035",,"0.0",,"0.0","0.0",,"35.0","23.9",,"  120",,,"6.3",,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-20","4.2"," 1656"," 0705","0.0",,"0.0","0.0",,"36.1","23.3",,"  230","  240",,"7.6","10.3",,,,,,,,"    1",,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-21","5.4"," 1523"," 1522","0.0",,"0.0","0.0",,"35.6","23.9",,"  260","  230",,"9.8","17.9",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-22","2.3"," 1120"," 1120","11.9",,"0.0","0.0",,"30.0","21.7",,"  250","  250",,"6.7","8.0","    1",,"    1",,,,,,,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-23","3.0"," 0541"," 0541","0.3",,"0.0","0.0",,"31.1","21.7",,"  270","  270",,"7.2","9.8",,,,,,,,,,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-24","2.4"," 2347"," 2347","0.0",,"0.0","0.0",,"31.1","21.1",,"  270","  270",,"5.4","6.3","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-25","3.4"," 1725"," 1725","0.3",,"0.0","0.0",,"31.7","20.0",,"  260","  260",,"8.0","10.3",,,,,,,,,,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-26","3.4"," 1315"," 1527","0.0",,"0.0","0.0",,"29.4","18.9",,"  340","  350",,"7.6","10.7",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-27","3.4"," 2207"," 0928","88.6",,"0.0","0.0",,"23.3","15.0",,"   90","  110",,"9.4","12.5","    1","    1","    1",,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-28","3.7"," 0205"," 0204","27.2",,"0.0","0.0",,"30.0","23.3",,"  250","  240",,"9.8","13.0","    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-29","2.4"," 1819"," 1821","15.7",,"0.0","0.0",,"31.1","22.2",,"  270","  270",,"5.8","13.4","    1",,"    1",,,,,"    1",,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-30","1.3"," 1714"," 1627","0.0",,"0.0","0.0",,"32.2","18.3",,"  260","  230",,"5.8","7.2",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-07-31","3.5"," 1520"," 1359","0.0",,"0.0","0.0",,"31.7","18.9",,"  250","  250",,"8.0","11.6",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-01","3.4"," 1500"," 1427","0.0",,"0.0","0.0",,"32.2","23.9",,"  280","  270",,"7.6","10.7","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-02","2.9"," 1252",,"14.0",,"0.0","0.0",,"30.6","22.8",,"  240",,,"6.7",,"    1",,"    1",,,,,"    1",,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-03","4.2"," 1815"," 1720","0.0",,"0.0","0.0",,"30.0","20.6",,"  350","  330",,"7.6","10.3","    1",,"    1",,,,,"    1",,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-04","2.1"," 1023"," 1022","0.0",,"0.0","0.0",,"26.1","19.4",,"  100","   90",,"6.3","7.6",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-05","1.6"," 1721",,"0.0",,"0.0","0.0",,"29.4","20.0",,"  100",,,"4.0",,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-06","1.8"," 1141"," 1140","27.4",,"0.0","0.0",,"27.8","21.7",,"  210","  210",,"7.6","9.8","    1",,"    1",,,,,"    1",,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-07","3.6"," 1045"," 1713","0.5",,"0.0","0.0",,"28.3","20.0",,"  250","  290",,"7.6","9.4","    1","    1",,,,,,"    1",,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-08","2.5"," 2327"," 2346","4.8",,"0.0","0.0",,"27.2","20.0",,"  270","  270",,"5.8","6.3","    1",,"    1",,,,,"    1",,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-09","4.6"," 1255"," 1650","2.3",,"0.0","0.0",,"26.7","19.4",,"  280","  270",,"11.2","14.3","    1",,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-10","4.8"," 1557"," 1439","0.0",,"0.0","0.0",,"23.9","16.1",,"  280","  280",,"9.4","13.4",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-11","2.2"," 1803"," 1801","0.0",,"0.0","0.0",,"26.7","12.8",,"  270","  270",,"6.3","7.6",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-12","2.3"," 1636",,"0.0",,"0.0","0.0",,"26.7","14.4",,"  190",,,"4.9",,,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-13","3.1"," 1443"," 1442","35.1",,"0.0","0.0",,"25.6","17.2",,"  250","  240",,"14.8","21.0","    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-14","3.8"," 1148"," 0731","1.3",,"0.0","0.0",,"23.9","17.2",,"  360","  360",,"7.2","11.2","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-15","2.4"," 1259"," 1314","0.0",,"0.0","0.0",,"27.2","15.0",,"  360","  340",,"6.7","8.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-16","1.0"," 1540"," 1459","0.0",,"0.0","0.0",,"28.9","15.0",,"  270","  280",,"4.0","5.8","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-17","3.2"," 1517"," 1426","0.0",,"0.0","0.0",,"27.8","16.1",,"  240","  250",,"7.6","9.8",,,,,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-18","2.7"," 1404"," 1549","0.3",,"0.0","0.0",,"28.3","17.2",,"  270","  320",,"7.2","10.7","    1",,"    1",,,,,"    1",,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-19","1.0"," 1846"," 1223","0.0",,"0.0","0.0",,"29.4","13.3",,"  230","  170",,"3.6","5.4",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-20","2.2"," 1237"," 1233","14.2",,"0.0","0.0",,"26.1","17.8",,"  300","  270",,"11.6","16.5","    1",,"    1",,,,,"    1",,,,,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-21","3.6"," 1530"," 1613","0.0",,"0.0","0.0",,"26.1","13.9",,"  300","  310",,"10.3","13.0",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-22","1.9"," 1614"," 1530","0.0",,"0.0","0.0",,"25.6","11.7",,"  280","  270",,"6.7","11.6",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-23","4.3"," 1533"," 1657","12.2",,"0.0","0.0",,"26.7","13.3",,"  160","  170",,"10.3","12.5","    1",,"    1",,,,,,,,"    1",,"    1",,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-24","6.2"," 1403"," 1353","0.0",,"0.0","0.0",,"30.6","19.4",,"  260","  250",,"13.4","16.1",,,,,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-25","3.4"," 1018"," 1222","0.0",,"0.0","0.0",,"26.7","17.2",,"  320","  320",,"7.2","8.9",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-26","1.3"," 1708"," 1658","0.0",,"0.0","0.0",,"26.7","13.3",,"  210","  200",,"4.0","5.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-27","3.0"," 2159"," 2149","0.0",,"0.0","0.0",,"28.9","16.7",,"   10","   20",,"6.3","8.0","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2011-08-28","2.5"," 1641"," 1846","0.0",,"0.0","0.0",,"25.6","12.8",,"   10","  340",,"6.3","12.5",,,,,,,,"    1",,,,,,,,,,
