"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-09","4.3",,,"0.0","   88","0.0","0.0","20.4","27.2","12.8","  796","  250","  250",,"9.4","11.6",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-10","2.9",,,"2.5","   19","0.0","0.0","22.1","26.7","19.4","  176","  160","  260",,"6.7","8.9","    1",,"    1",,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-11","2.3",,,"0.0","   78","0.0","0.0","24.1","31.1","17.8","  709","  270","  270",,"8.1","10.7","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-12","4.3",,,"7.6","   41","0.0","0.0","24.0","27.8","20.6","  374","  200","  200",,"13.9","17.9","    1",,"    1",,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-13","4.7",,,"8.6","   26","0.0","0.0","24.5","27.2","19.4","  238","  290","  300",,"8.9","11.2","    1",,"    1",,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-14","3.9",,,"0.0","   45","0.0","0.0","20.9","24.4","16.7","  405","  330","  310",,"7.2","8.5",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-15","3.5",,,"0.0","   90","0.0","0.0","20.0","26.1","13.9","  812","  240","  250",,"7.6","10.3",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-16","3.4",,,"0.0","   70","0.0","0.0","22.1","27.2","18.3","  626","   40","   30",,"7.2","8.9",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-17","2.2",,,"0.0","   82","0.0","0.0","20.7","27.8","14.4","  732","   80","   70",,"6.3","8.1",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-18","2.9",,,"0.0","   91","0.0","0.0","22.7","29.4","15.6","  814","  240","  210",,"6.3","9.8",,,,,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-19","2.4",,,"0.0","   78","0.0","0.0","25.1","32.2","18.9","  696","  200","  320",,"6.3","7.2",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-20","3.6",,,"0.5","   61","0.0","0.0","24.8","30.0","21.1","  540","  250","  250",,"9.4","11.2","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-21","2.2",,,"0.3","   62","0.0","0.0","24.4","30.0","17.2","  553","  310","  300",,"7.2","8.5","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-22","3.4",,,"0.3","   20","0.0","0.0","24.1","28.3","20.6","  175","  250","  240",,"7.6","9.4","    1","    1",,,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-23","3.4",,,"0.8","   58","0.0","0.0","23.7","29.4","20.0","  510","  300","  290",,"7.6","10.3","    1","    1",,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-24","3.0",,,"0.0","   69","0.0","0.0","21.0","26.1","15.6","  608","   30","  100",,"8.9","11.2",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-25","2.3",,,"0.0","   96","0.0","0.0","20.6","27.2","13.9","  844","  160","  170",,"5.4","7.2",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-26","3.3",,,"0.0","   37","0.0","0.0","21.9","28.3","17.2","  328","  200","  190",,"7.2","10.7",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-27","3.0",,,"0.0","   52","0.0","0.0","24.3","29.4","20.0","  458","   50","   50",,"8.1","9.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-28","4.9",,,"0.0","   80","0.0","0.0","22.4","27.8","15.0","  703","   60","   60",,"9.8","12.5",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-29","2.8",,,"0.0","   96","0.0","0.0","20.3","28.9","11.7","  838","   70","   60",,"7.2","9.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-30","2.0",,,"0.0","   96","0.0","0.0","22.2","30.0","13.3","  840","  240","  290",,"7.2","8.5",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-07-31","2.2",,,"0.0","   99","0.0","0.0","22.5","30.6","12.8","  860","  250","  300",,"7.2","9.8","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-01","3.0",,,"0.0","   89","0.0","0.0","22.9","30.0","14.4","  775","  250","  250",,"7.2","10.3","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-02","3.1",,,"0.0","   80","0.0","0.0","24.0","30.6","17.2","  691","  250","  250",,"9.4","11.6","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-03","3.0",,,"9.1","   28","0.0","0.0","21.6","27.2","17.8","  243","  240","  240",,"9.8","12.5","    1","    1","    1",,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-04","6.7",,,"4.8","    4","0.0","0.0","18.1","20.0","13.9","   35","  270","  320",,"12.5","14.8","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-05","3.4",,,"0.0","   83","0.0","0.0","17.7","25.0","12.2","  716","  260","  270",,"8.1","10.3",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-06","2.6",,,"0.0","   57","0.0","0.0","19.3","25.6","13.3","  486","  240","  200",,"7.2","9.4",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-07","1.7",,,"3.8","   48","0.0","0.0","19.6","25.6","15.6","  413","  270","  280",,"9.4","10.7","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-08","3.0",,,"0.0","   99","0.0","0.0","20.1","28.3","11.1","  846","  270","  280",,"8.9","9.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-09","2.3",,,"0.0","   91","0.0","0.0","21.2","28.3","13.9","  776","  240","  260",,"7.2","10.7",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-10","3.4",,,"0.3","   65","0.0","0.0","21.3","28.3","15.0","  551","  350","  240",,"8.1","9.8",,,"    1",,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-11","4.7",,,"2.0","   48","0.0","0.0","21.6","27.2","17.2","  405","  260","  270",,"9.4","12.1","    1",,"    1",,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-12","3.9",,,"0.0","   76","0.0","0.0","20.0","26.7","16.1","  637","  320","  340",,"7.2","10.7",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-13","1.3",,,"0.0","   84","0.0","0.0","19.8","26.7","12.8","  705","  280","  270",,"5.4","5.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-14","2.4",,,"0.0","   52","0.0","0.0","22.0","28.3","17.2","  434","  220","  230",,"6.3","9.4",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-15","1.7",,,"0.5","   76","0.0","0.0","22.2","28.9","17.8","  631","  360","  350",,"5.4","6.3","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-16","3.0",,,"0.0","   81","0.0","0.0","22.8","31.1","16.1","  673","  130","  130",,"6.3","8.5",,,,,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-17","5.5",,,"17.0","   28","0.0","0.0","24.3","28.3","20.0","  230","  240","  230",,"11.6","13.9","    1",,"    1",,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-18","6.0",,,"0.0","    8","0.0","0.0","21.2","22.8","17.8","   65","  280","  270",,"10.3","12.1","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-19","2.6",,,"0.0","   98","0.0","0.0","20.7","27.2","15.6","  808","  240","  240",,"7.2","8.5","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-20","2.2",,,"0.0","   80","0.0","0.0","21.1","28.9","13.9","  657","  190","  190",,"6.3","8.1",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-21","3.0",,,"0.3","   66","0.0","0.0","23.9","29.4","19.4","  538","  200","  200",,"7.6","10.7",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-22","6.2",,,"4.6","   48","0.0","0.0","22.8","25.6","16.1","  392","  300","  270",,"11.6","14.8","    1",,"    1",,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-23","4.2",,,"0.0","   94","0.0","0.0","19.0","23.9","13.3","  765","  280","  270",,"8.9","11.2",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-24","1.5",,,"0.0","   43","0.0","0.0","15.0","20.6","10.6","  350","   20","   20",,"5.8","7.6",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-25","1.7",,,"0.0","   88","0.0","0.0","15.1","23.3","8.3","  711","  120","   30",,"4.0","6.3","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-26","1.9",,,"0.0","   79","0.0","0.0","16.4","23.9","8.9","  637","  100","  110",,"5.4","5.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-27","2.6",,,"0.3","   43","0.0","0.0","18.8","23.9","13.9","  344","  170","  150",,"6.3","8.1",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-28","2.3",,,"1.0","   26","0.0","0.0","18.1","21.1","14.4","  205","   80","   70",,"6.3","6.7","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-29","1.9",,,"0.0","   51","0.0","0.0","18.1","26.1","13.9","  410","  350","  320",,"4.0","6.3","    1","    1",,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-30","2.6",,,"0.0","   85","0.0","0.0","20.3","27.2","12.8","  679","  290","  300",,"6.3","7.6","    1",,,,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-08-31","4.7",,,"0.0","   86","0.0","0.0","19.4","23.3","11.7","  684","   40","   10",,"8.1","13.4",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-01","4.4",,,"0.0","   95","0.0","0.0","14.4","21.7","7.2","  748","   40","   80",,"9.4","11.6",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-02","2.7",,,"1.0","   79","0.0","0.0","14.8","25.0","6.7","  624","  280","  300",,"7.2","8.9",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-03","4.1",,,"0.0","   80","0.0","0.0","18.1","26.7","11.7","  630","  270","  310",,"8.9","11.2",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-04","5.8",,,"0.3","   36","0.0","0.0","20.4","27.2","13.9","  279","  240","  240",,"13.9","17.9","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-05","4.4",,,"3.8","   74","0.0","0.0","15.9","21.1","10.0","  577","  270","  250",,"11.2","13.9","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-06","2.4",,,"0.3","   63","0.0","0.0","12.7","20.0","6.7","  492","  320","  310",,"8.9","10.3","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-07","3.2",,,"8.9","   33","0.0","0.0","12.4","17.2","8.3","  253","  240","  330",,"8.9","9.8","    1",,"    1",,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-08","2.4",,,"0.0","   96","0.0","0.0","14.6","21.1","10.0","  738","   50","   30",,"6.3","8.9","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-09","2.9",,,"0.0","  100","0.0","0.0","13.3","20.0","6.1","  767","  100","  110",,"5.8","7.6",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-10","2.0",,,"0.0","  100","0.0","0.0","13.3","20.6","6.7","  764","   70","   80",,"5.8","8.5",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-11","0.8",,,"0.0","   80","0.0","0.0","14.6","23.3","7.2","  609","  160","  160",,"4.5","5.8","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-12","1.6",,,"0.0","   98","0.0","0.0","17.1","27.2","8.3","  745","  100","   40",,"4.5","5.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-13","2.6",,,"0.0","   30","0.0","0.0","17.3","26.1","10.0","  228","  200","  200",,"7.6","9.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-14","1.9",,,"0.0","   63","0.0","0.0","18.8","26.7","12.2","  475","  240","  240",,"5.4","6.3","    1","    1",,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-15","2.7",,,"0.0","   99","0.0","0.0","20.2","28.3","13.3","  740","  160","  150",,"6.7","8.9","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-16","3.1",,,"0.0","   93","0.0","0.0","21.2","30.0","13.9","  695","  190","  190",,"6.7","8.1",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-17","3.8",,,"0.0","   68","0.0","0.0","22.9","31.7","16.7","  504","  250","  230",,"9.4","11.6",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-18","2.7",,,"0.0","   66","0.0","0.0","20.3","26.7","13.9","  491","  360","   90",,"5.8","6.7","    1","    1",,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-19","3.7",,,"0.0","   31","0.0","0.0","18.6","23.9","15.6","  229","   60","   60",,"6.3","7.6",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-20","2.9",,,"0.0","   79","0.0","0.0","22.8","30.6","18.9","  579","  160","  190",,"6.7","9.4","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-21","2.6",,,"0.0","   91","0.0","0.0","26.1","35.0","20.0","  663","  110","  110",,"7.6","9.4","    1",,,,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-22","2.0",,,"0.0","   98","0.0","0.0","26.0","35.0","18.9","  714","  220","  240",,"5.8","8.5","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-23","1.8",,,"0.0","  100","0.0","0.0","26.7","35.6","18.9","  726","  160","  160",,"5.8","6.7","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-24","3.3",,,"0.0","  100","0.0","0.0","25.6","34.4","16.7","  723","  170","  160",,"7.2","8.9",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-25","1.7",,,"0.0","   87","0.0","0.0","25.0","32.8","17.8","  625","  220","  230",,"5.4","6.3","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-26","2.9",,,"0.0","   93","0.0","0.0","24.0","33.3","15.6","  669","  250","  250",,"8.9","10.7",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-27","5.2",,,"0.0","   43","0.0","0.0","21.2","23.9","12.8","  310","  270","  280",,"8.9","13.0",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-28","2.7",,,"0.0","   69","0.0","0.0","15.6","22.2","10.0","  489","  290","  280",,"7.2","9.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-29","4.8",,,"2.5","   80","0.0","0.0","15.4","20.6","10.0","  564","  320","  290",,"9.8","12.1","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-09-30","1.8",,,"0.0","   99","0.0","0.0","12.1","19.4","5.0","  702","   90","  100",,"4.5","7.2",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-01","2.9",,,"0.0","   79","0.0","0.0","12.0","21.7","4.4","  553","  150","  150",,"7.2","8.9",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-02","4.2",,,"0.0","   74","0.0","0.0","16.9","27.8","8.9","  516","  170","  180",,"8.9","10.7",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-03","4.9",,,"0.0","   35","0.0","0.0","19.9","27.8","12.2","  241","  210","  200",,"9.4","11.6",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-04","5.1",,,"0.5","   47","0.0","0.0","21.9","23.3","10.6","  330","  240","  250",,"10.7","14.8","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-05","2.4",,,"2.0","   65","0.0","0.0","14.4","23.3","6.7","  448","  250","  260",,"7.6","9.4","    1",,"    1",,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-06","3.4",,,"19.6","   13","0.0","0.0","15.1","20.0","11.7","   87","  150","  130",,"5.8","7.2","    1",,"    1",,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-07","6.8",,,"9.1","   27","0.0","0.0","20.8","27.2","16.1","  185","  260","  260",,"13.4","17.0","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-08","4.2",,,"0.0","  100","0.0","0.0","18.7","25.6","11.7","  683","  250","  250",,"11.6","15.7","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-09","1.7",,,"0.0","   99","0.0","0.0","17.4","26.7","9.4","  673","  260","  270",,"5.8","7.2","    1",,,,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-10","4.4",,,"3.3","   18","0.0","0.0","15.2","18.9","11.7","  119","   70","   60",,"8.1","9.8","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-11","7.4",,,"35.3","    0","0.0","0.0","12.3","12.8","10.0","    0","   60","   50",,"11.2","14.3","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-12","3.3",,,"0.0","    0","0.0","0.0","12.1","15.0","9.4","    0","   70","   70",,"6.7","8.5","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-13","3.2",,,"0.0","    0","0.0","0.0","15.7","20.0","13.3","    0","  220","  240",,"7.6","9.4","    1",,,,,,,"    1",,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-14","4.8",,,"46.2","    0","0.0","0.0","15.3","17.8","14.4","    0","  160","  150",,"11.2","13.4","    1",,"    1",,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-15","6.6",,,"11.4","   11","0.0","0.0","15.8","19.4","8.3","   74","  270","  280",,"13.4","19.2","    1",,"    1",,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-16","3.1",,,"0.3","   46","0.0","0.0","9.9","14.4","6.1","  303","  260","  260",,"7.6","8.9",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-17","6.2",,,"0.0","  100","0.0","0.0","12.1","19.4","7.2","  658","  250","  250",,"11.6","14.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-18","5.5",,,"0.0","  100","0.0","0.0","14.7","20.6","8.3","  654","  190","  210",,"9.8","12.1",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-19","4.1",,,"0.0","   96","0.0","0.0","14.9","19.4","6.7","  624","  250","  210",,"7.6","9.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-20","3.9",,,"0.0","   93","0.0","0.0","14.0","25.6","5.6","  601","  230","  200",,"8.1","10.7",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-21","4.8",,,"0.0","   71","0.0","0.0","17.1","24.4","11.1","  461","  160","  200",,"8.9","10.7",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-22","4.9",,,"1.5","   59","0.0","0.0","19.3","23.9","13.3","  381","  180","  180",,"13.0","16.5","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-23","4.3",,,"71.4","    0","0.0","0.0","13.3","13.3","8.9","    0","  300","  310",,"9.8","12.5","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-24","4.5",,,"35.8","    0","0.0","0.0","9.1","10.0","5.0","    0","  260","  290",,"9.8","12.5","    1",,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-25","3.4",,,"0.0","   71","0.0","0.0","6.8","11.1","1.1","  453","  270","  270",,"7.6","9.8",,,,,,,,,,,,,,,,,,
"USW00094860","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","2017-10-26","2.6",,,"0.0","   76","0.0","0.0","4.4","11.7","-2.1","  481","  120","  120",,"6.3","8.1","    1",,,,,,,,,,,,,,,,,
