Date,Occupancy,N_Admitted,FreshWater,HighChlorine,LowChlorine,TotalWater,MedStaffHRZ,WASHStaffHRZ,TotalStaffHRZ,BagsIncineratedHRZ,BagsIncineratedLRZ,LatrinesDisinfected,CubicalBedsDisinfected,HandwashBuckets,WardsDisinfected,ScrubsLaundered,ApronsLaundered,BootsLaundered,HeavyGlovesLaundered,GogglesDisinfected,SprayerRepaired,S_CoverallsUsed,M_CoverallsUsed,L_CoverallsUsed,XL_CoverallsUsed,XXL_CoverallsUsed,CoverallsUsed,N95Used,HoodsUsed,PPEDamaged,Location,Month,Year,Week
2015-01-19T00:00:00Z,5,NA,NA,5850,2000,7850,15,33,48,10,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Makeni,Jan,2015,3
2015-01-20T00:00:00Z,5,NA,NA,3900,1600,5500,15,34,49,28,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Makeni,Jan,2015,3
2015-01-21T00:00:00Z,3,NA,NA,6950,1600,8550,12,31,43,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Makeni,Jan,2015,3
2015-01-22T00:00:00Z,3,NA,NA,4920,1900,6820,10,22,32,8,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Jan,2015,4
2015-01-23T00:00:00Z,2,NA,NA,4730,1350,6080,8,23,31,27,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Jan,2015,4
2015-01-24T00:00:00Z,7,NA,NA,4450,1600,6050,18,30,48,0,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Jan,2015,4
2015-01-25T00:00:00Z,8,NA,NA,2900,1600,4500,15,29,44,53,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Jan,2015,4
2015-01-26T00:00:00Z,11,NA,NA,5400,2250,7650,19,32,51,8,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Makeni,Jan,2015,4
2015-01-27T00:00:00Z,11,NA,NA,4900,2000,6900,17,36,53,14,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Makeni,Jan,2015,4
2015-01-28T00:00:00Z,8,NA,NA,5800,2500,8300,15,31,46,49,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Jan,2015,4
2015-01-29T00:00:00Z,10,NA,NA,1700,1800,3500,14,23,37,46,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Makeni,Jan,2015,5
2015-01-30T00:00:00Z,6,NA,NA,2500,2100,4600,12,30,42,42,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Jan,2015,5
2015-01-31T00:00:00Z,6,NA,NA,6600,2200,8800,16,33,49,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Makeni,Jan,2015,5
2015-02-01T00:00:00Z,6,NA,NA,5000,1500,6500,16,25,41,14,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Feb,2015,5
2015-02-02T00:00:00Z,6,NA,NA,5000,1500,6500,30,33,63,23,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Makeni,Feb,2015,5
2015-02-03T00:00:00Z,6,NA,NA,4620,3300,7920,14,35,49,4,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Feb,2015,5
2015-02-04T00:00:00Z,6,NA,NA,4980,2330,7310,22,34,56,32,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Feb,2015,5
2015-02-05T00:00:00Z,9,NA,NA,4400,2470,6870,22,36,58,10,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Feb,2015,6
2015-02-06T00:00:00Z,8,NA,NA,9500,3450,12950,31,31,62,53,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Makeni,Feb,2015,6
2015-02-07T00:00:00Z,12,NA,NA,5050,2050,7100,21,38,59,38,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Feb,2015,6
2015-02-08T00:00:00Z,11,NA,NA,4950,3700,8650,22,31,53,13,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Feb,2015,6
2015-02-09T00:00:00Z,14,NA,NA,5150,2250,7400,24,39,63,35,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Feb,2015,6
2015-02-10T00:00:00Z,13,NA,NA,6350,2950,9300,21,31,52,26,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Makeni,Feb,2015,6
2015-02-11T00:00:00Z,15,NA,NA,4100,2100,6200,24,32,56,15,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Feb,2015,6
2015-02-12T00:00:00Z,16,NA,NA,7400,2600,10000,20,47,67,40,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Feb,2015,7
2015-02-13T00:00:00Z,11,NA,NA,5250,2000,7250,16,44,60,12,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Feb,2015,7
2015-02-14T00:00:00Z,10,NA,NA,4050,2400,6450,NA,NA,0,39,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makeni,Feb,2015,7
2015-02-15T00:00:00Z,5,NA,NA,6850,3600,10450,15,33,48,44,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Feb,2015,7
2015-02-16T00:00:00Z,7,NA,NA,7200,3800,11000,26,38,64,27,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Feb,2015,7
2015-02-17T00:00:00Z,10,NA,NA,7000,1950,8950,24,44,68,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Feb,2015,7
2015-02-18T00:00:00Z,14,NA,NA,7550,3800,11350,23,30,53,0,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Feb,2015,7
2015-02-19T00:00:00Z,15,NA,NA,5700,2500,8200,22,44,66,20,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Makeni,Feb,2015,8
2015-02-20T00:00:00Z,19,NA,NA,6500,3700,10200,28,52,80,29,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Feb,2015,8
2015-02-21T00:00:00Z,23,NA,NA,7200,2250,9450,25,40,65,31,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Feb,2015,8
2015-02-22T00:00:00Z,36,NA,NA,7500,2900,10400,28,40,68,26,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Makeni,Feb,2015,8
2015-02-23T00:00:00Z,40,NA,NA,7400,2050,9450,33,68,101,0,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Feb,2015,8
2015-02-24T00:00:00Z,33,NA,NA,7000,2400,9400,42,64,106,0,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Feb,2015,8
2015-02-25T00:00:00Z,32,NA,NA,10200,3300,13500,31,65,96,12,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Feb,2015,8
2015-02-26T00:00:00Z,52,NA,NA,7800,2900,10700,37,54,91,0,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Makeni,Feb,2015,9
2015-02-27T00:00:00Z,58,NA,NA,8800,3100,11900,33,57,90,105,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Makeni,Feb,2015,9
2015-02-28T00:00:00Z,54,NA,NA,6500,2900,9400,42,54,96,15,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Feb,2015,9
2015-03-01T00:00:00Z,45,NA,NA,5200,2050,7250,36,61,97,16,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Makeni,Mar,2015,9
2015-03-02T00:00:00Z,35,NA,NA,5100,4200,9300,27,41,68,33,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Mar,2015,9
2015-03-03T00:00:00Z,32,NA,NA,5100,2000,7100,29,42,71,12,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,Makeni,Mar,2015,9
2015-03-04T00:00:00Z,25,NA,NA,5200,2100,7300,21,31,52,26,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Mar,2015,9
2015-03-05T00:00:00Z,27,NA,NA,6700,2100,8800,28,31,59,15,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Makeni,Mar,2015,10
2015-03-06T00:00:00Z,26,NA,NA,6500,3250,9750,26,24,50,37,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Mar,2015,10
2015-03-07T00:00:00Z,30,NA,NA,7500,2150,9650,33,29,62,41,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Makeni,Mar,2015,10
2015-03-08T00:00:00Z,29,NA,NA,6800,2400,9200,29,26,55,9,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Makeni,Mar,2015,10
2015-03-09T00:00:00Z,28,NA,NA,4600,3050,7650,27,31,58,27,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Mar,2015,10
2015-03-10T00:00:00Z,32,NA,NA,3900,2300,6200,30,30,60,37,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Mar,2015,10
2015-03-11T00:00:00Z,37,NA,NA,5600,1600,7200,36,48,84,7,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Makeni,Mar,2015,10
2015-03-12T00:00:00Z,31,NA,NA,6200,2500,8700,33,35,68,33,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Mar,2015,11
2015-03-13T00:00:00Z,32,NA,NA,8300,2550,10850,47,47,94,22,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Mar,2015,11
2015-03-14T00:00:00Z,20,NA,NA,5000,2000,7000,27,27,54,30,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Makeni,Mar,2015,11
2015-03-15T00:00:00Z,25,NA,NA,4900,2400,7300,30,32,62,74,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Makeni,Mar,2015,11
2015-03-16T00:00:00Z,15,NA,NA,6000,1500,7500,23,37,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Mar,2015,11
2015-03-17T00:00:00Z,20,NA,NA,4800,2500,7300,28,37,65,6,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Makeni,Mar,2015,11
2015-03-18T00:00:00Z,17,NA,NA,6000,2200,8200,18,28,46,53,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Mar,2015,11
2015-03-19T00:00:00Z,16,NA,NA,5000,1975,6975,20,36,56,21,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Mar,2015,12
2015-03-20T00:00:00Z,11,NA,NA,4310,1100,5410,20,28,48,0,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Makeni,Mar,2015,12
2015-03-21T00:00:00Z,11,NA,NA,5900,1800,7700,18,26,44,24,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Makeni,Mar,2015,12
2015-03-22T00:00:00Z,13,NA,NA,4600,2300,6900,16,29,45,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Mar,2015,12
2015-03-23T00:00:00Z,13,NA,NA,5800,2100,7900,24,37,61,26,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Mar,2015,12
2015-03-24T00:00:00Z,12,NA,NA,4650,2700,7350,17,28,45,69,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Mar,2015,12
2015-03-25T00:00:00Z,7,NA,NA,5050,2300,7350,24,34,58,3,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Mar,2015,12
2015-03-26T00:00:00Z,16,NA,NA,5800,2950,8750,26,41,67,0,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Makeni,Mar,2015,13
2015-03-27T00:00:00Z,17,NA,NA,5000,1950,6950,20,33,53,38,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Makeni,Mar,2015,13
2015-03-28T00:00:00Z,22,NA,NA,6000,1900,7900,28,44,72,16,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Mar,2015,13
2015-03-29T00:00:00Z,17,NA,NA,6900,2100,9000,21,34,55,13,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,Makeni,Mar,2015,13
2015-03-30T00:00:00Z,20,NA,NA,6550,2700,9250,22,37,59,6,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Makeni,Mar,2015,13
2015-03-31T00:00:00Z,10,NA,NA,5000,2800,7800,22,47,69,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Makeni,Mar,2015,13
2015-04-01T00:00:00Z,9,NA,NA,6000,2200,8200,17,27,44,18,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Apr,2015,13
2015-04-02T00:00:00Z,7,NA,NA,5500,2500,8000,13,33,46,6,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Makeni,Apr,2015,14
2015-04-03T00:00:00Z,7,NA,NA,NA,NA,NA,18,28,46,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Apr,2015,14
2015-04-04T00:00:00Z,6,NA,NA,4000,1500,5500,16,20,36,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Apr,2015,14
2015-04-05T00:00:00Z,7,NA,NA,3200,1700,4900,16,22,38,6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Makeni,Apr,2015,14
2015-04-06T00:00:00Z,6,NA,NA,6000,3200,9200,16,28,44,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Apr,2015,14
2015-04-07T00:00:00Z,7,NA,NA,5500,2700,8200,14,28,42,5,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Apr,2015,14
2015-04-08T00:00:00Z,4,NA,NA,4100,2000,6100,16,26,42,5,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Apr,2015,14
2015-04-09T00:00:00Z,3,NA,NA,4000,1200,5200,12,26,38,7,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Makeni,Apr,2015,15
2015-04-10T00:00:00Z,3,NA,NA,4400,2400,6800,13,27,40,7,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Apr,2015,15
2015-04-11T00:00:00Z,5,NA,NA,5200,1900,7100,14,29,43,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Apr,2015,15
2015-04-12T00:00:00Z,6,NA,NA,3300,1800,5100,13,29,42,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Apr,2015,15
2015-04-13T00:00:00Z,6,NA,NA,2100,1400,3500,12,28,40,3,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Apr,2015,15
2015-04-14T00:00:00Z,7,NA,NA,5000,2300,7300,16,23,39,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Apr,2015,15
2015-04-15T00:00:00Z,9,NA,NA,5700,2000,7700,14,18,32,4,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Apr,2015,15
2015-04-16T00:00:00Z,11,NA,NA,3900,1200,5100,16,20,36,6,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Apr,2015,16
2015-04-17T00:00:00Z,13,NA,NA,3900,1300,5200,18,22,40,1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Apr,2015,16
2015-04-18T00:00:00Z,13,NA,NA,3500,2600,6100,18,25,43,5,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Apr,2015,16
2015-04-19T00:00:00Z,9,NA,NA,5000,2000,7000,10,24,34,12,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Apr,2015,16
2015-04-20T00:00:00Z,9,NA,NA,3200,1600,4800,14,20,34,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Apr,2015,16
2015-04-21T00:00:00Z,3,NA,NA,4200,1450,5650,12,20,32,0,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Makeni,Apr,2015,16
2015-04-22T00:00:00Z,3,NA,NA,3900,1550,5450,8,23,31,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Makeni,Apr,2015,16
2015-04-16T00:00:00Z,2,2,4800,1950,940,7690,11,16,27,0,3,3,5,24,2,83,19,118,72,46,NA,0,2,6,17,2,27,27,27,NA,Kambia,Apr,2015,16
2015-04-17T00:00:00Z,2,1,5900,2370,1259,9529,16,18,34,5,6,6,0,24,3,134,94,164,72,59,9,0,3,7,20,4,34,34,34,NA,Kambia,Apr,2015,16
2015-04-18T00:00:00Z,4,2,4900,2800,1360,9060,17,26,43,10,11,11,14,24,3,117,63,122,61,45,6,0,5,10,26,0,41,43,43,NA,Kambia,Apr,2015,16
2015-04-19T00:00:00Z,6,2,7900,2600,1430,11930,19,22,41,9,11,11,12,24,3,112,84,105,60,84,0,0,2,17,20,0,39,41,41,NA,Kambia,Apr,2015,16
2015-04-20T00:00:00Z,6,1,7000,2940,1650,11590,27,30,57,7,8,8,22,24,3,99,96,112,64,66,0,0,5,28,21,3,57,57,57,NA,Kambia,Apr,2015,16
2015-04-21T00:00:00Z,7,1,8950,2240,1170,12360,14,21,35,22,17,17,18,24,3,120,84,157,66,40,0,0,0,13,20,2,35,35,35,NA,Kambia,Apr,2015,16
2015-04-22T00:00:00Z,5,3,9000,2470,955,12425,15,25,40,14,16,16,16,25,3,104,52,112,47,41,0,2,8,10,9,11,40,40,40,NA,Kambia,Apr,2015,16
2015-04-23T00:00:00Z,6,2,8000,2780,1690,12470,20,28,48,17,15,15,14,24,3,104,40,151,62,15,0,0,8,15,10,15,48,48,48,NA,Kambia,Apr,2015,17
2015-04-24T00:00:00Z,6,1,9000,2860,1890,13750,11,15,26,12,11,11,18,24,3,94,39,107,37,35,0,0,0,0,0,0,0,26,26,NA,Kambia,Apr,2015,17
2015-04-25T00:00:00Z,5,1,7500,2710,1560,11770,20,21,41,13,13,13,13,24,3,156,51,157,51,48,0,3,8,10,8,12,41,41,41,NA,Kambia,Apr,2015,17
2015-04-26T00:00:00Z,4,0,9000,2080,1740,12820,9,20,29,15,11,11,8,24,3,105,40,113,100,60,0,2,5,8,7,7,29,29,29,NA,Kambia,Apr,2015,17
2015-04-27T00:00:00Z,3,0,7000,2770,1620,11390,NA,NA,36,13,15,10,17,14,3,197,94,236,132,74,3,3,7,4,8,11,36,36,36,NA,Kambia,Apr,2015,17
2015-04-28T00:00:00Z,3,2,4200,1920,1800,7920,13,19,32,13,17,17,6,24,3,234,71,212,85,77,0,0,8,7,13,4,32,32,32,NA,Kambia,Apr,2015,17
2015-04-29T00:00:00Z,3,2,8000,2470,1620,12090,9,21,30,15,18,18,8,24,3,161,88,216,74,55,0,0,2,9,18,7,36,32,32,NA,Kambia,Apr,2015,17
2015-04-30T00:00:00Z,3,0,7500,2280,2030,11810,NA,NA,NA,13,16,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,Kambia,Apr,2015,18
2015-05-01T00:00:00Z,2,3,7500,2420,1690,11610,13,22,35,14,14,2,NA,24,3,211,72,265,75,74,2,0,6,8,10,11,35,35,35,NA,Kambia,May,2015,18
2015-05-02T00:00:00Z,1,0,13100,2340,2300,17740,13,15,28,10,16,3,3,24,3,209,76,221,95,53,3,0,7,8,9,4,28,NA,NA,NA,Kambia,May,2015,18
2015-05-03T00:00:00Z,2,1,11000,2810,1940,15750,13,21,34,18,17,2,8,15,2,191,74,153,63,48,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Kambia,May,2015,18
2015-05-04T00:00:00Z,3,1,11000,2970,2020,15990,12,17,29,14,26,3,12,23,3,185,65,215,81,55,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Kambia,May,2015,18
2015-05-05T00:00:00Z,2,1,6000,1700,1920,9620,12,16,28,20,17,2,9,25,0,180,110,184,72,68,2,NA,NA,NA,NA,NA,0,NA,NA,NA,Kambia,May,2015,18
2015-05-06T00:00:00Z,2,0,7700,2300,1760,11760,10,27,37,20,19,3,8,19,2,193,74,226,72,53,3,NA,NA,NA,NA,NA,0,NA,NA,NA,Kambia,May,2015,18
