"Class","Order","Family","Genus","Species","Study","Mass","FMR","Log10Mass","Log10FMR"
"Mammalia","Chiroptera","Phyllostomidae","Phyllostomus","hastatus","Kunz et al 1998",0.0749,91.3,-1.12551818230053,1.9604707775343
"Mammalia","Chiroptera","Phyllostomidae","Phyllostomus","hastatus","Kunz et al 1998",0.0913,126.8,-1.0395292224657,2.10311925354571
"Mammalia","Chiroptera","Phyllostomidae","Phyllostomus","hastatus","Kunz et al 1998",0.078,118.7,-1.10790539730952,2.07445071895459
"Mammalia","Chiroptera","Phyllostomidae","Phyllostomus","hastatus","Kunz et al 1998",0.0688,102.85,-1.16241156176449,2.01220429603074
"Mammalia","Chiroptera","Phyllostomidae","Phyllostomus","hastatus","Kunz et al 1998",0.07255,102.8,-1.13936258322625,2.01199311465926
"Mammalia","Diprotodontia","Macropodidae","Petrogale","lateralis","Nagy & Bradshaw 2000",2.205,610,0.343408593803857,2.78532983501077
"Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","cinereus","Nagy & Martin 1985",10.4,1804.6912,1.01703333929878,3.25640290064105
"Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","cinereus","Nagy & Martin 1985",10.1,2045.03184,1.00432137378264,3.31070007411777
"Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","cinereus","Nagy & Martin 1985",11.66666667,2219.27488,1.0669467897547,3.34621109739818
"Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","cinereus","Nagy & Martin 1985",7.066666667,1799.4592,0.849214606229575,3.25514200413384
"Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","cinereus","Nagy & Martin 1985",8.566666667,1789.8672,0.932811868628531,3.25282080950127
"Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","cinereus","Nagy & Martin 1985",7.833333333,2551.6464,0.893946607533593,3.40682049090778
"Mammalia","Primates","Atelidae","Alouatta","palliata","Nagy & Milton 1979",6.25,2531.25,0.795880017344075,3.40333504055874
"Mammalia","Primates","Atelidae","Alouatta","palliata","Nagy & Milton 1979",6.7,1922.9,0.826074802700826,3.28395669943482
"Mammalia","Primates","Atelidae","Alouatta","palliata","Nagy & Milton 1979",3.2,1110.4,0.505149978319906,3.04547945311078
"Mammalia","Primates","Atelidae","Alouatta","palliata","Nagy & Milton 1979",9.43,3291.07,0.974511692737328,3.51733711969651
"Mammalia","Primates","Atelidae","Alouatta","palliata","Nagy & Milton 1979",5.8,2401.2,0.763427993562937,3.38042833468384
"Mammalia","Primates","Atelidae","Alouatta","palliata","Nagy & Milton 1979",7.4,2449.4,0.869231719730976,3.3890597135067
"Mammalia","Pilosa","Bradypodidae","Bradypus","variegatus","Nagy & Montgomery 1980",3.993333333,586.0666667,0.601335563297378,2.76794702102344
"Mammalia","Pilosa","Bradypodidae","Bradypus","variegatus","Nagy & Montgomery 1980",4.216666667,489.05,0.624969270826506,2.68935326324225
"Mammalia","Pilosa","Bradypodidae","Bradypus","variegatus","Nagy & Montgomery 1980",3.666666667,592.8833333,0.564271430478044,2.77296924194965
"Mammalia","Pilosa","Bradypodidae","Bradypus","variegatus","Nagy & Montgomery 1980",4.4,721.6,0.643452676486187,2.85829652453389
"Mammalia","Pilosa","Bradypodidae","Bradypus","variegatus","Nagy & Montgomery 1980",4.55,773.5,0.658011396657112,2.88846031803539
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.11,187,-0.958607314841775,2.2718416065365
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.098,144,-1.00877392430751,2.15836249209525
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.104,171,-0.98296666070122,2.23299611039215
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.121,139,-0.91721462968355,2.14301480025409
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.116,151,-0.935542010773082,2.17897694729317
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.163,208,-0.787812395596042,2.31806333496276
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.114,156,-0.943095148663527,2.19312459835446
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.162,202,-0.790484985457369,2.30535136944662
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.121,169,-0.91721462968355,2.22788670461367
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.108,147,-0.96657624451305,2.16731733474818
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.106,184,-0.97469413473523,2.26481782300954
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.138,196,-0.860120913598763,2.29225607135648
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.098,137,-1.00877392430751,2.13672056715641
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.13,212,-0.886056647693163,2.32633586092875
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Nagy & Suckling 1985",0.126,125,-0.899629454882437,2.09691001300806
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0164,88.3,-1.7851561519523,1.94596070357757
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.018,74.1,-1.74472749489669,1.86981820797933
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0148,71.8,-1.82973828460504,1.8561244442423
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0168,64.7,-1.77469071827414,1.8109042806687
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0164,74.45,-1.7851561519523,1.87186470208819
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0187,80.7,-1.7281583934635,1.90687353472207
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0165,58.9,-1.78251605578609,1.7701152947871
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0163,33.6,-1.78781239559604,1.52633927738984
"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Nagy et al 1988",0.0158,56.1,-1.80134291304558,1.74896286125616
"Mammalia","Diprotodontia","Macropodidae","Macropus","eugenii","Nagy et al 1990a",5.29,1390,0.723455672035186,3.14301480025409
"Mammalia","Diprotodontia","Macropodidae","Macropus","eugenii","Nagy et al 1990a",5.73,1270,0.75815462196739,3.10380372095596
"Mammalia","Diprotodontia","Macropodidae","Macropus","eugenii","Nagy et al 1990a",3.405,994,0.532117116248804,2.99738638439731
"Mammalia","Diprotodontia","Macropodidae","Macropus","eugenii","Nagy et al 1990a",3.25,934.5,0.511883360978874,2.97057930571485
"Mammalia","Diprotodontia","Macropodidae","Macropus","eugenii","Nagy et al 1990a",6.35,1530,0.802773725291976,3.1846914308176
"Mammalia","Diprotodontia","Macropodidae","Setonix","brachyurus","Nagy et al 1990a",1.5,451,0.176091259055681,2.65417654187796
"Mammalia","Diprotodontia","Macropodidae","Setonix","brachyurus","Nagy et al 1990a",1.46,435.5,0.164352855784437,2.63898815934368
"Mammalia","Diprotodontia","Macropodidae","Setonix","brachyurus","Nagy et al 1990a",2.83,445,0.45178643552429,2.64836001098093
"Mammalia","Diprotodontia","Macropodidae","Setonix","brachyurus","Nagy et al 1990a",1.61,629,0.20682587603185,2.79865064544527
"Mammalia","Diprotodontia","Macropodidae","Setonix","brachyurus","Nagy et al 1990a",2.225,718.5,0.34733001531695,2.85642677247024
"Mammalia","Diprotodontia","Macropodidae","Macropus","giganteus","Nagy et al 1990b",27,5610,1.43136376415899,3.74896286125616
"Mammalia","Diprotodontia","Macropodidae","Macropus","giganteus","Nagy et al 1990b",60.8,10730,1.78390357927273,4.03059972196595
"Mammalia","Artiodactyla","Cervidae","Odocoileus","hemionus","Nagy et al 1990b",67.1,41500,1.82672252016899,4.61804809671209
"Mammalia","Artiodactyla","Cervidae","Odocoileus","hemionus","Nagy et al 1990b",32.2,15900,1.50785587169583,4.20139712432045
"Mammalia","Artiodactyla","Cervidae","Odocoileus","hemionus","Nagy et al 1990b",38.35,21300,1.583765368285,4.32837960343874
"Mammalia","Artiodactyla","Cervidae","Odocoileus","hemionus","Nagy et al 1990b",43.1,37100,1.63447727016073,4.56937390961505
"Mammalia","Artiodactyla","Cervidae","Odocoileus","hemionus","Nagy et al 1990b",48.9,23650,1.68930885912362,4.37383114507383
"Mammalia","Diprotodontia","Macropodidae","Thylogale","billardierii","Nagy et al 1990b",9.645,2550,0.984302231979903,3.40654018043396
"Mammalia","Diprotodontia","Macropodidae","Thylogale","billardierii","Nagy et al 1990b",4.635,1122,0.666049738480516,3.04999285692014
"Mammalia","Diprotodontia","Macropodidae","Thylogale","billardierii","Nagy et al 1990b",3.43,1080,0.535294120042771,3.03342375548695
"Mammalia","Diprotodontia","Macropodidae","Thylogale","billardierii","Nagy et al 1990b",3.16,1060,0.499687082618404,3.02530586526477
"Mammalia","Diprotodontia","Macropodidae","Thylogale","billardierii","Nagy et al 1990b",6.36,1765,0.803457115648414,3.24674470972384
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",0.775,655,-0.11069829749369,2.81624129999178
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",1.1375,516,0.05595140532915,2.71264970162721
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",1.46,594.5,0.164352855784437,2.77415185895471
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",1.11,569.6666667,0.0453229787866575,2.75562080802649
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",1.825,1080,0.261262868792493,3.03342375548695
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",0.835,381,-0.0783135245163979,2.58092497567562
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",1.3625,924,0.13433651094868,2.96567197122011
"Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus","Nagy et al 1991",1.3,478,0.113943352306837,2.67942789661212
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.01775,31.2,-1.75080164260889,1.49415459401844
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.0149,41.4,-1.82681373158773,1.6170003411209
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.0127,51.6,-1.89619627904404,1.71264970162721
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.010625,22.6,-1.97367106127765,1.3541084391474
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.0095,38.6,-2.02227639471115,1.58658730467175
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.0105,30.4,-1.97881070093006,1.48287358360875
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.005275,25.75,-2.27777753603027,1.41077723337721
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.00645,35.4,-2.19044028536473,1.54900326202579
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.01005,34.25,-1.99783393824349,1.53466057582844
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.00805,46.6,-2.09420411963213,1.66838591669
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.0099,51.8,-2.00436480540245,1.71432975974523
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Nagy et al 1995",0.00735,41.2,-2.13371266091581,1.61489721603313
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00769,49.58,-2.11407366019857,1.6953065224318
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00739,58.38,-2.13135556160517,1.766264090652
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.0082,45.73,-2.08618614761628,1.66020120138068
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00815,46.51,-2.08884239126002,1.66754633951152
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00935,69.44,-2.02918838912748,1.84160971216844
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00915,62.43,-2.03857890593355,1.79539333493129
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00748,43.36,-2.12609840213554,1.63708927353033
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00785,54.52,-2.10513034325475,1.73655584716264
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00858,61.71,-2.06651271215129,1.79035554641439
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00845,57.73,-2.07314329105031,1.76140155749863
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.0079,52.3,-2.10237290870956,1.71850168886727
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.00905,51.11,-2.0433514207948,1.70850588095524
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.0076,47.75,-2.11918640771921,1.67897337591977
"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Ochocińska & Taylor 2005",0.0079,55.12,-2.10237290870956,1.74130920889957
"Mammalia","Rodentia","Cricetidae","Lemmus","sibiricus","Peterson et al 1976",0.062,191.026,-1.20760831050175,2.28109248184489
"Mammalia","Rodentia","Cricetidae","Lemmus","sibiricus","Peterson et al 1976",0.052,221.122,-1.2839966563652,2.34463195381022
"Mammalia","Rodentia","Cricetidae","Lemmus","sibiricus","Peterson et al 1976",0.051,190.19,-1.29242982390206,2.27918767843215
"Mammalia","Primates","Hominidae","Pongo","pygmaeus","Pontzer et al 2010",116.6,8579.45,2.066698550423,3.93345944756651
"Mammalia","Primates","Hominidae","Pongo","pygmaeus","Pontzer et al 2010",53.2,6562.6,1.72591163229505,3.81707593418427
"Mammalia","Primates","Hominidae","Pongo","pygmaeus","Pontzer et al 2010",55,6802.95,1.74036268949424,3.83269727901526
"Mammalia","Primates","Hominidae","Pongo","pygmaeus","Pontzer et al 2010",25.5,5245.9,1.40654018043396,3.71982000759209
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.107,157,-0.97061622231479,2.19589965240923
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.112,119,-0.950781977329818,2.07554696139253
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.132,162,-0.87942606879415,2.20951501454263
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.105,127,-0.978810700930062,2.10380372095596
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.127,140,-0.896196279044043,2.14612803567824
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.118,152,-0.928117992693875,2.18184358794477
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.115,176,-0.939302159646388,2.24551266781415
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.107,125,-0.97061622231479,2.09691001300806
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.12,187,-0.920818753952375,2.2718416065365
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.12,131,-0.920818753952375,2.11727129565576
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.111,173,-0.954677021213343,2.2380461031288
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.102,188,-0.991399828238082,2.27415784926368
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.092,117,-1.03621217265444,2.06818586174616
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.108,171,-0.96657624451305,2.23299611039215
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.119,169,-0.924453038607469,2.22788670461367
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.093,177,-1.03151705144606,2.24797326636181
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.138,154,-0.860120913598763,2.18752072083646
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.117,173,-0.931814138253838,2.2380461031288
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.148,176,-0.829738284605043,2.24551266781415
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.144,120,-0.84163750790475,2.07918124604762
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.141,173,-0.85078088734462,2.2380461031288
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.125,127,-0.903089986991944,2.10380372095596
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.118,159,-0.928117992693875,2.20139712432045
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.119,134,-0.924453038607469,2.12710479836481
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.124,148,-0.906578314837765,2.17026171539496
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.11,142,-0.958607314841775,2.15228834438306
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.123,193,-0.910094888560602,2.28555730900777
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.13,177,-0.886056647693163,2.24797326636181
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.114,245,-0.943095148663527,2.38916608436453
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.111,149,-0.954677021213343,2.17318626841227
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.119,188,-0.924453038607469,2.27415784926368
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.121,126,-0.91721462968355,2.10037054511756
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.127,166,-0.896196279044043,2.22010808804005
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.127,161,-0.896196279044043,2.20682587603185
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.123,107,-0.910094888560602,2.02938377768521
"Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Quin et al 2010",0.146,183,-0.835647144215563,2.26245108973043
"Mammalia","Rodentia","Cricetidae","Peromyscus","leucopus","Randolph 1980",0.02115,38.965542,-1.67468962828894,1.59068072153432
"Mammalia","Rodentia","Cricetidae","Peromyscus","leucopus","Randolph 1980",0.0186,28.611264,-1.73048705578208,1.45653704466647
"Mammalia","Rodentia","Cricetidae","Peromyscus","leucopus","Randolph 1980",0.0166,38.371564,-1.77989191195995,1.58400950111979
"Mammalia","Rodentia","Sciuridae","Tamias","striatus","Randolph 1980",0.0988,136.697704,-1.00524305541237,2.13576122013838
"Mammalia","Rodentia","Sciuridae","Tamias","striatus","Randolph 1980",0.1006,164.839136,-0.997402019280091,2.2170603295154
"Mammalia","Rodentia","Sciuridae","Tamias","striatus","Randolph 1980",0.0894,128.550048,-1.04866248120408,2.10907224314248
"Mammalia","Artiodactyla","Camelidae","Lama","glama","Riek et al 2007",44.5,14570,1.64836001098093,4.16345955176999
"Mammalia","Artiodactyla","Camelidae","Lama","glama","Riek et al 2007",41,14780,1.61278385671974,4.16967443405881
"Mammalia","Artiodactyla","Camelidae","Lama","glama","Riek et al 2007",56,15260,1.7481880270062,4.18355453361886
"Mammalia","Artiodactyla","Camelidae","Lama","glama","Riek et al 2007",50.5,11600,1.70329137811866,4.06445798922692
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.047,97.33,-1.32790214206428,1.98824672337538
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.086,88.83,-1.06550154875643,1.94855966210896
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.098,150.67,-1.00877392430751,2.17802678827043
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0665,111.94,-1.1771783546969,2.04898530257071
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.057,102.21,-1.24412514432751,2.00949338828754
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0975,50.49,-1.01099538430146,1.70320537069549
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0845,75.02,-1.07314329105031,1.8751770598147
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.072,81.45,-1.14266750356873,1.91089108864453
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.067,111.03,-1.17392519729917,2.04544033981477
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0725,139.49,-1.13966199342901,2.14454307427279
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.079,128.25,-1.10237290870956,2.10805737378385
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.075,106.02,-1.1249387366083,2.02538779989041
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0485,134.46,-1.31425826139774,2.1285931069187
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0638,207.35,-1.19517932127884,2.31670403970004
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.063,210.11,-1.20065945054642,2.32244672276039
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0543,97.08,-1.26520017041115,1.9871297676599
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.067,60.02,-1.17392519729917,1.77829599108883
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.06,138.37,-1.22184874961636,2.14104194093905
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.056,94.34,-1.2518119729938,1.97469587190968
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.055,28.46,-1.25963731050576,1.45423489574827
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.057,103.81,-1.24412514432751,2.01623919104264
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.061,166.5,-1.21467016498923,2.22141423784234
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.059,85.37,-1.22914798835786,1.93130528142167
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0435,86.78,-1.36151074304536,1.93841964579319
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0555,149.4,-1.25570701687732,2.17435059747938
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.063,103.03,-1.20065945054642,2.01296369982578
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0385,86.5,-1.4145392704915,1.93701610746481
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.07,129.13,-1.15490195998574,2.11102715102617
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.054,120.37,-1.26760624017703,2.08051826052712
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.063,118.94,-1.20065945054642,2.07532793416326
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0635,100.35,-1.19722627470802,2.0015173768235
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0468,49.63,-1.32975414692588,1.69574427519732
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0485,59.79,-1.31425826139774,1.77662855342015
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.051,63.46,-1.29242982390206,1.80250006776439
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0505,71.81,-1.29670862188134,1.85618492672717
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0495,62.1,-1.30539480106643,1.79309160017658
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0525,71.87,-1.27984069659404,1.85654764485675
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.075,68.7,-1.1249387366083,1.83695673705955
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0428,79.06,-1.36855623098683,1.89795681000695
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.063,56.35,-1.20065945054642,1.75089392038213
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.05,76.42,-1.30102999566398,1.88320703335239
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.052,69.31,-1.2839966563652,1.84079589884709
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0605,41.67,-1.21824462534753,1.61982350045728
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.064,64.88,-1.19382002601611,1.8121108412031
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.071,94.61,-1.14874165128092,1.97593704248311
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0648,74.26,-1.18842499412941,1.87075494489014
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0605,98.45,-1.21824462534753,1.99321572047414
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.051,53.92,-1.29242982390206,1.73174988352726
