day,stratum,seen by front,seen by rear,herd size,photo,side,front obs id,rear obs id,speed,height,vegetation,elephants only,time within transect,time within day,sun elev,flight direction,flight direction (degrees),looking,sunangle
4,NG11,1,1,5,yes,R,1,2,177.0535714,88.87642045,open shrub,0,0.066994221,3.750025689,51.09276902,N,0,90,108.9544382
4,NG11,0,1,1,yes,L,4,3,180.9836066,90.55555556,open shrub,0,0.000328903,3.900027037,50.40612815,N,0,270,67.96732054
4,NG11,0,1,2,none,L,4,3,180.9836066,90.55555556,NA,0,0.000328913,3.900027047,50.40532443,N,0,270,67.96416588
4,NG11,1,1,3,yes,L,4,3,180.5,93.78693182,open shrub,0,0.033652634,2.716684102,52.75568935,N,0,270,95.14472008
4,NG11,1,1,1,yes,L,4,3,180.5,93.78693182,low grass,0,0.050319378,2.733350846,52.77799524,N,0,270,94.72671922
4,NG11,1,1,5,yes,L,4,3,180.5,93.78693182,low grass,0,0.033652634,2.716684102,52.75568935,N,0,270,95.14472008
4,NG11,1,1,32,yes,L,4,3,180.5,93.78693182,low grass,0,0.033652622,2.716684089,52.75540745,N,0,270,95.14905872
4,NG11,1,1,12,yes,R,1,2,180.5,93.78693182,open shrub,0,0.050319406,2.733350873,52.77863795,N,0,90,85.28495747
4,NG11,1,1,4,none,L,4,3,180.5,93.78693182,NA,0,0.050319395,2.733350863,52.77855249,N,0,270,94.71620103
4,NG11,1,1,5,yes,R,1,2,180.5,93.78693182,low grass,0,0.033652674,2.716684141,52.75630803,N,0,90,84.86553009
4,NG11,1,1,8,yes,R,1,2,180.5,93.78693182,low grass,0,0.033652594,2.716684062,52.75472667,N,0,90,84.84032972
4,NG11,1,1,2,yes,R,1,2,180.5,93.78693182,water,0,0.033652613,2.716684081,52.75521079,N,0,90,84.84574348
4,NG11,0,1,1,yes,R,1,2,180.5,93.78693182,open shrub,0,0.033652571,2.716684039,52.75391885,N,0,90,84.82966175
4,NG11,0,1,1,yes,L,4,3,187.7352941,93.01310044,low grass,0,0.050320298,2.850018432,52.89180341,S,180,90,87.94167577
4,NG11,0,1,1,none,L,4,3,187.7352941,93.01310044,NA,0,0.033653486,2.83335162,52.88359798,S,180,90,87.60315895
4,NG11,0,1,1,none,L,4,3,187.7352941,93.01310044,NA,0,0.050320302,2.850018436,52.89178427,S,180,90,87.94015391
4,NG11,1,1,2,yes,R,1,2,187.7352941,93.01310044,open shrub,0,0.050320276,2.85001841,52.89177948,S,180,270,92.056003
4,NG11,1,1,7,yes,R,1,2,187.7352941,93.01310044,open shrub,0,0.05032031,2.850018444,52.89157974,S,180,270,92.06707953
4,NG11,1,0,3,yes,R,1,2,188.1875,95.22164948,open tree,0,0.033657667,3.366689134,52.43530783,S,180,270,79.75058427
4,NG11,1,0,2,yes,L,4,3,188.1875,95.22164948,low grass,0,0.033657688,3.366689155,52.43604496,S,180,90,100.242838
4,NG11,1,1,7,yes,R,1,2,188.1875,95.22164948,low grass,0,0.066991277,3.400022744,52.35991849,S,180,270,79.08548695
4,NG11,0,1,1,none,R,1,2,174.8961039,93.47780374,NA,0,0.066992265,3.5166904,51.99772599,N,0,90,103.7669535
4,NG11,1,1,69,yes,R,1,2,192.4533333,95.06748466,low grass,0,0.050326408,3.616691208,51.66267169,S,180,270,74.06362299
4,NG11,1,1,5,yes,R,1,2,192.4533333,95.06748466,open tree,0,0.050326391,3.616691192,51.66207709,S,180,270,74.06044052
5,Vumbra,1,1,4,yes,R,2,3,178.3346,92.63906752,low grass,1,0.050298378,0,25.12326159,W,270,0,58.49028982
5,Vumbra,1,0,6,yes,R,2,3,178.3346,92.63906752,open shrub,1,0.150298878,0.100000501,26.38488889,W,270,0,57.66479242
5,Vumbra,1,1,1,yes,R,2,3,169.7665,92.30473856,closed shrub,1,0.116973629,1.583341918,42.54912851,E,90,180,139.2865399
5,Vumbra,0,1,1,yes,R,2,3,169.7665,92.30473856,closed shrub,1,0.100306942,1.566675232,42.398751,E,90,180,139.038608
5,Vumbra,1,0,4,yes,L,1,4,169.7665,92.30473856,open shrub,1,0.116973648,1.583341937,42.54634317,E,90,0,40.71117463
5,Vumbra,1,1,9,yes,L,1,4,169.7665,92.30473856,open tree,1,0.100306921,1.56667521,42.40256045,E,90,0,40.96412111
5,Vumbra,1,1,1,yes,R,2,3,169.7665,92.30473856,open shrub,1,0.05030659,1.516674879,41.99589513,E,90,180,138.2602302
5,Vumbra,0,1,1,yes,R,2,3,169.7665,92.30473856,open shrub,1,0.066973374,1.533341663,42.13215398,E,90,180,138.5179949
5,Vumbra,1,1,5,yes,R,2,3,169.7665,92.30473856,open shrub,1,0.033639837,1.500008126,41.85537819,E,90,180,138.0078115
5,Vumbra,1,1,7,yes,L,1,4,169.7665,92.30473856,open tree,1,0.050306596,1.516674885,41.99293749,E,90,0,41.73737186
5,Vumbra,0,1,3,yes,L,1,4,169.7665,92.30473856,closed shrub,1,0.050306572,1.516674861,42.00111662,E,90,0,41.74351439
5,Vumbra,1,1,10,yes,L,1,4,187.2001,91.78544061,low grass,1,0.150308535,1.833343491,44.90716883,W,270,180,143.0700849
5,Vumbra,0,1,4,yes,R,2,3,187.2001,91.78544061,open tree,1,0.050307962,1.733342918,43.91414914,W,270,0,38.42132475
5,Vumbra,1,1,10,yes,R,2,3,187.2001,91.78544061,open tree,1,0.066974668,1.750009624,44.0703667,W,270,0,38.1683818
5,Vumbra,1,1,2,yes,L,1,4,173.074,96.79821429,open shrub,1,0.10030945,1.983344406,45.99925753,E,90,0,34.31162163
5,Vumbra,1,1,21,yes,L,1,4,173.074,96.79821429,open shrub,1,0.100309513,1.983344469,45.98587911,E,90,0,34.30251522
5,Vumbra,1,0,1,yes,L,1,4,174.795,91.73333333,open tree,1,0.100000528,0.133334042,26.74826958,E,90,0,57.34773038
5,Vumbra,0,1,7,yes,R,2,3,174.795,91.73333333,open shrub,1,0.066666994,0.100000507,26.38372641,E,90,180,122.3360995
5,Vumbra,1,1,7,yes,R,2,3,174.795,91.73333333,low grass,1,0.066666999,0.100000513,26.38215623,E,90,180,122.3373783
5,Vumbra,1,1,1,yes,L,1,4,174.795,91.73333333,low grass,1,0.10000052,0.133334034,26.74969129,E,90,0,57.34883388
5,Vumbra,1,1,6,yes,R,2,3,174.795,91.73333333,open shrub,1,0.066666988,0.100000502,26.38238842,E,90,180,122.3371931
5,Vumbra,0,1,1,none,R,2,3,174.795,91.73333333,NA,1,0.100000517,0.133334031,26.75014389,E,90,180,122.6508031
5,Vumbra,1,1,19,yes,R,2,3,174.795,91.73333333,open shrub,1,0.066667003,0.100000517,26.3819643,E,90,180,122.3375204
5,Vumbra,1,0,2,yes,L,1,4,174.795,91.73333333,closed tree,1,0,0.033333514,25.55702152,E,90,0,58.23481291
5,Vumbra,1,0,1,yes,R,2,3,177.5710364,92.75846354,open tree,1,0.06696648,0.283334769,28.5511329,W,270,0,56.00313059
5,Vumbra,0,1,3,yes,L,1,4,175.3713,94.64118304,closed shrub,1,0.03363372,0.400002009,29.96427996,E,90,0,54.92653856
5,Vumbra,1,0,1,none,L,1,4,175.3713,94.64118304,NA,1,0.083633996,0.450002285,30.49413306,E,90,0,54.40455598
5,Vumbra,1,1,1,none,L,1,4,175.3713,94.64118304,NA,1,0.083634013,0.450002302,30.4910238,E,90,0,54.40183606
5,Vumbra,1,0,1,yes,R,2,3,175.3713,94.64118304,closed shrub,1,0.033633698,0.400001987,29.96829244,E,90,180,125.0703167
5,Vumbra,1,1,10,yes,R,2,3,175.3713,94.64118304,open shrub,1,0.0336337,0.400001989,29.96653322,E,90,180,125.0718614
5,Vumbra,1,1,11,yes,R,2,3,175.3713,94.64118304,open shrub,1,0.016966991,0.38333528,29.7815621,E,90,180,124.9059037
5,Vumbra,1,1,6,yes,R,2,3,175.3713,94.64118304,open shrub,1,0.016967005,0.383335294,29.77869583,E,90,180,124.9082953
5,Vumbra,1,1,14,yes,L,1,4,175.3713,94.64118304,closed shrub,1,0.016967001,0.38333529,29.778865,E,90,0,55.09183782
5,Vumbra,0,1,12,yes,L,1,4,175.3713,94.64118304,closed shrub,1,0.03363372,0.400002009,29.96427996,E,90,0,54.92653856
5,Vumbra,0,1,1,none,L,1,4,175.3713,94.64118304,NA,1,0.133634242,0.500002531,31.02537333,E,90,0,53.87673161
5,Vumbra,1,1,3,yes,L,1,4,175.3713,94.64118304,open shrub,1,0.033633726,0.400002015,29.96301429,E,90,0,54.92558557
5,Vumbra,0,1,3,yes,R,2,3,182.173,94.69724771,open tree,1,0.033634577,0.566669533,31.82469438,W,270,0,53.21633033
5,Vumbra,1,0,2,yes,L,1,4,182.173,94.69724771,open tree,1,0.033634593,0.566669549,31.8277872,W,270,180,126.7812289
5,Vumbra,0,1,3,yes,L,1,4,182.173,94.69724771,open tree,1,0.116968358,0.650003313,32.85118228,W,270,180,127.5710147
5,Vumbra,1,1,5,yes,L,1,4,171.3626,96.86462451,open shrub,1,0.016968767,0.716670389,33.61941412,E,90,0,51.71972332
5,Vumbra,1,1,11,yes,R,2,3,171.3626,96.86462451,open shrub,1,0.016968777,0.716670399,33.61766123,E,90,180,128.2818632
5,Vumbra,1,0,3,yes,L,1,4,183.573,96.90376106,open shrub,1,0.066970031,0.950004987,36.14455332,W,270,180,130.9324507
5,Vumbra,1,1,12,yes,R,2,3,183.573,96.90376106,closed shrub,1,0.133637021,1.016671977,36.9197065,W,270,0,48.33520747
5,Vumbra,1,1,16,yes,R,2,3,183.573,96.90376106,open shrub,1,0.050303294,0.933338249,35.95218507,W,270,0,49.24937194
5,Vumbra,0,1,5,yes,L,1,4,183.573,96.90376106,open shrub,1,0.08363682,0.966671775,36.34670912,W,270,180,131.107208
5,Vumbra,1,1,2,yes,R,2,3,172.0742,97.04723708,closed shrub,1,0.016970723,1.083339012,37.64567198,E,90,180,132.476291
5,Vumbra,1,1,5,yes,R,2,3,172.0742,97.04723708,open shrub,1,0.066971081,1.13333937,38.09777089,E,90,180,133.1511852
5,Vumbra,1,1,41,yes,L,1,4,172.0742,97.04723708,open shrub,1,0.000304022,1.066672311,37.47682713,E,90,0,47.73212454
5,Vumbra,1,1,11,yes,L,1,4,172.0742,97.04723708,open shrub,1,0.016970738,1.083339027,37.64151532,E,90,0,47.5200998
5,Vumbra,1,1,6,yes,L,1,4,172.0742,97.04723708,open shrub,1,0.033637545,1.100005834,37.78914235,E,90,0,47.29362521
5,Vumbra,1,1,8,yes,L,1,4,172.0742,97.04723708,open shrub,1,0.066971064,1.133339353,38.10099212,E,90,0,46.85140626
5,Vumbra,1,0,5,yes,L,1,4,172.0742,97.04723708,open shrub,1,0.10030456,1.166672849,38.41576547,E,90,0,46.40938913
5,Vumbra,1,1,1,yes,L,1,4,172.0742,97.04723708,tall grass,1,0.166971628,1.233339917,39.02008011,E,90,0,45.49434026
5,Vumbra,1,1,4,yes,L,1,4,172.0742,97.04723708,tall grass,1,0.166971638,1.233339927,39.01830727,E,90,0,45.49300375
5,Vumbra,1,0,7,yes,R,2,3,172.0742,97.04723708,closed shrub,1,0.083637775,1.150006064,38.26680593,E,90,180,133.3623708
5,Vumbra,1,1,2,yes,R,2,3,172.0742,97.04723708,open shrub,1,0.100304606,1.166672895,38.40712541,E,90,180,133.5981102
5,Vumbra,0,1,4,yes,R,2,3,185.5571,94.69874101,open shrub,1,0.116972503,1.383340792,40.6666254,W,270,0,43.59911391
5,Vumbra,1,1,1,yes,R,2,3,185.5571,94.69874101,open shrub,1,0.15030602,1.416674309,41.03091471,W,270,0,43.17209721
5,Vumbra,1,1,1,yes,L,1,4,185.5571,94.69874101,open tree,1,0.083639007,1.350007296,40.30689358,W,270,180,135.9744856
5,Vumbra,1,1,10,yes,L,1,4,185.5571,94.69874101,open shrub,1,0.100305731,1.36667402,40.48286737,W,270,180,136.190608
5,Vumbra,0,1,8,yes,R,2,3,185.5571,94.69874101,closed shrub,1,0.11697251,1.383340799,40.6680014,W,270,0,43.60020282
5,Vumbra,1,1,18,yes,R,2,3,185.5571,94.69874101,open shrub,1,0.083638931,1.35000722,40.29182058,W,270,0,44.01320959
5,Vumbra,0,1,5,yes,R,2,3,185.5571,94.69874101,open tree,1,0.100305693,1.366673982,40.4734017,W,270,0,43.80160446
5,Vumbra,1,1,4,yes,L,1,4,185.5571,94.69874101,open tree,1,0.116972474,1.383340763,40.66032409,W,270,180,136.4060078
5,Vumbra,1,1,11,yes,L,1,4,185.5571,94.69874101,open shrub,1,0.100305689,1.366673978,40.47267619,W,270,180,136.1989474
5,Vumbra,1,1,11,yes,R,2,3,185.5571,94.69874101,open shrub,1,0.083638923,1.350007212,40.28812053,W,270,0,44.0100252
5,Vumbra,1,1,5,yes,L,1,4,185.5571,94.69874101,open shrub,1,0.000305154,1.266673443,39.37161131,W,270,180,134.9521107
