"n_buzzes","ODBA","duration","depth","exposure","dive_state","ind_size","sound_level","time_of_day","group_size","water_depth","individual"
1,4.23410255909174,38.4000000000001,4.06902420339894,0,"Directed","Small",0,15.6505555555556,9,500,"gm08_150c"
1,4.22230927971083,49.4000000000001,7.70770662167857,0,"Directed","Small",0,15.6611111111111,9,500,"gm08_150c"
1,4.10002749439362,18.6000000000004,3.49893688349864,0,"Travel","Small",0,15.675,9,500,"gm08_150c"
0,3.59048853136012,29.4000000000001,4.09237162134821,0,"Travel","Small",0,15.6802777777778,9,500,"gm08_150c"
1,2.99050630949217,24.2000000000003,3.33425357719691,0,"Travel","Small",0,15.6883333333333,9,500,"gm08_150c"
1,1.96364497387772,20.1999999999998,3.64128547954223,0,"Travel","Small",0,15.6952777777778,9,500,"gm08_150c"
1,3.99448761050829,19.7999999999997,3.5773684287749,0,"Travel","Small",0,15.7008333333333,9,500,"gm08_150c"
1,3.99806247927463,28,5.0241414394058,0,"Travel","Small",0,15.7063888888889,9,500,"gm08_150c"
0,3.38056960271663,32.1999999999998,4.95519454093568,0,"Travel","Small",0,15.7144444444444,9,500,"gm08_150c"
0,4.15261104997469,15.7999999999997,2.4695481715339,0,"Travel","Small",0,15.7233333333333,9,500,"gm08_150c"
3,3.65936424431212,85,19.0109050661059,0,"Scouting","Small",0,15.7277777777778,9,500,"gm08_150c"
1,4.59703274310809,15,3.62154683951875,0,"Travel","Small",0,15.7513888888889,9,500,"gm08_150c"
1,4.43771058675374,15.8000000000002,3.54813394001455,0,"Travel","Small",0,15.7558333333333,9,500,"gm08_150c"
2,4.15231058890665,18,2.78795389103106,0,"Travel","Small",0,15.7602777777778,9,500,"gm08_150c"
1,3.20512957460174,24.1999999999998,4.2874356037439,0,"Travel","Small",0,15.7652777777778,9,500,"gm08_150c"
1,3.48842806641742,24.1999999999998,4.7509066432662,0,"Travel","Small",0,15.7719444444444,9,500,"gm08_150c"
1,1.44518535421243,14.4000000000001,2.17455431413235,0,"Travel","Small",0,15.7788888888889,9,500,"gm08_150c"
1,2.7429084480433,15.5999999999999,2.63555060586209,0,"Travel","Small",0,15.7830555555556,9,500,"gm08_150c"
0,3.18625016006254,15.7999999999997,3.56517847571478,0,"Travel","Small",0,15.7872222222222,9,500,"gm08_150c"
1,4.45119724962298,31.4000000000001,4.36136954944732,0,"Surf","Small",0,15.7919444444444,9,500,"gm08_150c"
2,1.35825294662701,20.8000000000002,3.75885890772889,0,"Surf","Small",0,15.8005555555556,9,500,"gm08_150c"
0,1.23833788052555,15.5999999999999,2.59025873415152,0,"Surf","Small",0,15.8063888888889,9,450,"gm08_150c"
0,3.38154390789835,28.4000000000001,3.67704583324262,0,"Surf","Small",0,15.8111111111111,9,450,"gm08_150c"
2,1.13285500990915,16.5999999999999,2.790717372968,0,"Surf","Small",0,15.8188888888889,9,450,"gm08_150c"
1,1.49251927549164,20.4000000000001,3.25505452855722,0,"Surf","Small",0,15.8238888888889,9,450,"gm08_150c"
1,2.11820360772518,15.3999999999996,2.67517396077292,0,"Surf","Small",0,15.8294444444444,9,450,"gm08_150c"
1,2.87686258731829,29.5999999999999,3.6685446335425,0,"Surf","Small",0,15.8338888888889,9,500,"gm08_150c"
0,2.57996537965173,29.1999999999998,6.11136258100251,0,"Directed","Small",0,15.8422222222222,9,500,"gm08_150c"
0,2.98545041290972,18.4000000000001,3.43711894149544,0,"Surf","Small",0,15.8505555555556,9,500,"gm08_150c"
0,2.93867146903134,21.1999999999998,4.31147169379469,0,"Surf","Small",0,15.8558333333333,9,450,"gm08_150c"
2,3.88441775972172,32.4000000000001,3.97496475942518,0,"Surf","Small",0,15.8616666666667,9,450,"gm08_150c"
1,1.28192980346233,19.5999999999999,2.9393813510414,0,"Surf","Small",0,15.8708333333333,9,450,"gm08_150c"
0,4.09560775801291,28,2.85671571440427,0,"Travel","Small",0,15.8777777777778,9,450,"gm08_150c"
0,2.78345271390611,131.8,16.3696689233385,0,"Scouting","Small",0,15.8858333333333,9,450,"gm08_150c"
0,4.29989380287002,16.1999999999998,3.33053827598307,0,"Travel","Small",0,15.9225,9,450,"gm08_150c"
0,2.594708331932,32.8000000000002,6.86453951999514,0,"Directed","Small",0,15.9269444444444,9,450,"gm08_150c"
0,3.87233435157629,15.5999999999995,3.12207660495371,0,"Travel","Small",0,15.9361111111111,9,450,"gm08_150c"
0,3.78159104233704,17.7999999999993,3.73298977322836,0,"Travel","Small",0,15.9405555555556,9,450,"gm08_150c"
0,3.37468473700171,17.5999999999995,3.48961328478954,0,"Travel","Small",0,15.9455555555556,9,450,"gm08_150c"
0,3.98443745212311,29.7999999999993,4.80532511529708,0,"Travel","Small",0,15.9505555555556,9,450,"gm08_150c"
0,3.45692383328687,40.1999999999998,5.64219725398784,0,"Directed","Small",0,15.9588888888889,9,450,"gm08_150c"
0,3.70517799537528,57.2000000000007,5.14027824690597,0,"Directed","Small",0,15.9702777777778,9,450,"gm08_150c"
0,3.82470638354734,37,2.97073790505192,0,"Travel","Small",0,15.9863888888889,9,450,"gm08_150c"
1,3.9581238615775,20.8000000000002,3.59802002953659,0,"Travel","Small",0,15.9966666666667,9,450,"gm08_150c"
1,3.30831485401807,25.8000000000002,5.09896603829318,0,"Travel","Small",0,16.0025,9,450,"gm08_150c"
2,3.54236788036701,28,4.70363774932113,0,"Travel","Small",0,16.0097222222222,9,450,"gm08_150c"
1,4.68171985608698,17.5999999999995,2.48888665345731,0,"Travel","Small",0,16.0175,9,450,"gm08_150c"
3,4.07268552362003,37,5.79676643158854,0,"Directed","Small",0,16.0225,9,450,"gm08_150c"
3,4.28728094760404,49.8000000000002,7.946854408524,0,"Directed","Small",0,16.0330555555556,9,450,"gm08_150c"
2,4.36895524922003,34.3999999999996,6.02429226589819,0,"Directed","Small",0,16.0469444444444,9,450,"gm08_150c"
2,4.48506905920033,35.5999999999995,8.38041586886295,0,"Directed","Small",0,16.0563888888889,9,450,"gm08_150c"
0,3.86447821270713,38.8000000000002,6.99698517402761,0,"Directed","Small",0,16.0663888888889,9,450,"gm08_150c"
0,3.5715471070805,20.2000000000007,3.9274287014587,0,"Travel","Small",0,16.0772222222222,9,450,"gm08_150c"
0,1.69631003289308,21,3.08138265956351,0,"Travel","Small",0,16.0830555555556,9,450,"gm08_150c"
1,3.9138935109669,20.1999999999998,3.92940390035408,0,"Travel","Small",0,16.0888888888889,9,450,"gm08_150c"
2,4.04529574313584,43,7.14675569081338,0,"Directed","Small",0,16.0947222222222,9,450,"gm08_150c"
1,4.12618675223764,96.8000000000002,9.59414325409714,0,"Scouting","Small",0,16.1233333333333,9,450,"gm08_150c"
1,3.36097168574939,14.2000000000007,3.35475972247175,0,"Travel","Small",0,16.1502777777778,9,450,"gm08_150c"
1,2.8586145966855,25,8.01695403778641,0,"Directed","Small",0,16.1544444444444,9,450,"gm08_150c"
1,3.38756082177075,12,2.72539802583263,0,"Travel","Small",0,16.1613888888889,9,450,"gm08_150c"
2,3.60642258592821,14.6000000000004,3.59070237521303,0,"Travel","Small",0,16.1647222222222,9,450,"gm08_150c"
1,3.69077378489831,18.2000000000007,4.71582491368036,0,"Travel","Small",0,16.1688888888889,9,450,"gm08_150c"
1,4.51821192419154,31.8000000000002,7.44032891614202,0,"Directed","Small",0,16.1738888888889,9,450,"gm08_150c"
2,3.44014139886194,63,12.1743021695841,0,"Directed","Small",59.2574621987846,16.1827777777778,9,450,"gm08_150c"
2,4.30142315702439,33.6000000000004,5.1509717124944,1,"Travel","Small",63.381888226728,16.2005555555556,9,450,"gm08_150c"
1,3.95276756996858,35,6.08743914254493,1,"Directed","Small",68.837292857821,16.2097222222222,9,450,"gm08_150c"
1,4.2614111740852,17.8000000000002,3.96086761219373,1,"Travel","Small",71.1291216265404,16.2197222222222,9,450,"gm08_150c"
2,3.32428865035017,15.1999999999998,3.31836036415217,1,"Travel","Small",73.3036486943159,16.2247222222222,9,450,"gm08_150c"
2,3.13195676954294,28.3999999999996,6.48779505909613,1,"Directed","Small",75.4102650754107,16.2288888888889,9,450,"gm08_150c"
1,3.51045330512936,20.8000000000002,6.01566179559782,1,"Directed","Small",77.4762131992548,16.2369444444444,9,450,"gm08_150c"
1,3.42255599917899,18.6000000000004,5.30866825861594,1,"Directed","Small",79.5173142135726,16.2427777777778,9,450,"gm08_150c"
3,2.98642599838952,111.8,13.7685928506161,1,"Scouting","Small",88.2408785892939,16.2480555555556,9,450,"gm08_150c"
0,1.94547897898338,21,3.88021619522798,1,"Surf","Small",88.2408785892939,16.2791666666667,9,450,"gm08_150c"
0,1.18017535374686,14,2.7720731826358,1,"Surf","Small",89.4308697772853,16.285,9,450,"gm08_150c"
1,1.37099309474916,24.7999999999993,5.65153035168047,1,"Scouting","Small",89.4308697772853,16.2888888888889,9,450,"gm08_150c"
2,1.17362001724909,13.8000000000002,2.36630792192715,1,"Surf","Small",0,16.2958333333333,9,450,"gm08_150c"
2,2.07574436225276,23.6000000000004,4.68800314209578,1,"Surf","Small",90.3339086280296,16.3,9,450,"gm08_150c"
1,3.03131984610754,28.3999999999996,5.13302128603904,1,"Surf","Small",94.2412289388326,16.3066666666667,9,450,"gm08_150c"
0,2.07856842945318,31.4000000000005,6.93269324849629,1,"Scouting","Small",94.4885313998076,16.3147222222222,9,450,"gm08_150c"
0,1.63928985762299,26,6.16186083099018,1,"Scouting","Small",94.7791438379553,16.3233333333333,9,450,"gm08_150c"
0,1.35107512257699,45,10.4218254990049,1,"Scouting","Small",96.960074657473,16.3308333333333,9,450,"gm08_150c"
1,2.43788537159096,150.8,24.2667182684464,1,"Scouting","Small",107.883089218466,16.3636111111111,9,450,"gm08_150c"
0,2.70777067334138,19,3.38773181857027,1,"Travel","Small",107.883089218466,16.4055555555556,9,450,"gm08_150c"
0,2.34611957215282,10.1999999999998,2.67334942542491,1,"Travel","Small",108.34166697988,16.42,9,450,"gm08_150c"
3,3.39571311354578,17.6000000000004,2.9570048239856,1,"Travel","Small",0,16.4227777777778,9,450,"gm08_150c"
0,3.12738489705299,16,2.30991408046588,1,"Travel","Small",108.423486251708,16.4277777777778,9,450,"gm08_150c"
0,3.09757195182697,140.599999999999,21.2070527511472,1,"Scouting","Small",111.145644325218,16.4322222222222,9,450,"gm08_150c"
0,3.17790155171847,13.5999999999995,2.68688169434547,1,"Travel","Small",111.218585649978,16.4713888888889,9,450,"gm08_150c"
0,3.60765590540288,16.8000000000002,3.32860342802611,1,"Travel","Small",111.29770836353,16.4752777777778,9,450,"gm08_150c"
0,3.21276616469792,26.8000000000002,4.21128055225442,1,"Travel","Small",111.407702620174,16.48,9,450,"gm08_150c"
0,3.57605199898525,82.1999999999998,7.10475797610097,1,"Scouting","Small",111.631855300421,16.4877777777778,9,500,"gm08_150c"
0,2.82049241746867,15.6000000000004,2.95276840691844,1,"Travel","Small",0,16.5108333333333,9,500,"gm08_150c"
0,4.01146858956789,15.8000000000002,2.82666539709248,1,"Travel","Small",111.754597511398,16.5152777777778,9,500,"gm08_150c"
0,3.74396099888977,31,4.80311397566135,1,"Travel","Small",111.813219960894,16.5197222222222,9,500,"gm08_150c"
0,3.87775016196099,32.6000000000004,6.0260997906029,1,"Directed","Small",112.111940548853,16.5283333333333,9,500,"gm08_150c"
0,3.26752532345674,56.1999999999998,6.79809592701875,1,"Directed","Small",112.522428686181,16.5375,9,500,"gm08_150c"
0,3.33073287749588,54.1999999999998,6.4769223586227,1,"Directed","Small",112.776636934679,16.5530555555556,9,500,"gm08_150c"
0,1.12584449085288,14.1999999999998,2.87543919959219,1,"Travel","Small",112.827749975856,16.5683333333333,9,500,"gm08_150c"
0,1.19726347727118,16.3999999999996,3.48595871176523,1,"Travel","Small",0,16.5722222222222,9,500,"gm08_150c"
0,1.58694791078636,13,2.19612510693636,1,"Travel","Small",112.842435170971,16.5769444444444,9,500,"gm08_150c"
0,2.9503657133031,10.1999999999998,1.47136494204772,1,"Travel","Small",112.842435170971,16.5811111111111,9,500,"gm08_150c"
0,2.55830658029958,46.5999999999995,8.09045706177666,1,"Directed","Small",112.951166117187,16.5841666666667,9,500,"gm08_150c"
0,3.39537398914289,22,4.21137392844979,1,"Travel","Small",112.989476283141,16.5972222222222,9,500,"gm08_150c"
0,3.38862871327084,30.6000000000004,4.43790072054358,1,"Travel","Small",113.043300654156,16.6036111111111,9,500,"gm08_150c"
0,3.25847096865452,22,3.55385518961139,1,"Travel","Small",113.084556878409,16.6119444444444,9,500,"gm08_150c"
0,3.41763076226488,44.5999999999995,4.60591451100554,1,"Directed","Small",113.298946934029,16.6183333333333,9,500,"gm08_150c"
0,3.12353813931683,31,4.34120785823065,1,"Travel","Small",113.471658516222,16.6308333333333,9,500,"gm08_150c"
0,3.9134285125553,113.4,13.0576371842695,1,"Scouting","Small",114.84397022925,16.6397222222222,9,500,"gm08_150c"
0,4.42055999335259,29,4.73081134623185,1,"Travel","Small",115.602944968515,16.6711111111111,9,500,"gm08_150c"
0,4.54741797537456,59.1999999999998,10.8345363428226,1,"Scouting","Small",118.65349837668,16.6791666666667,9,500,"gm08_150c"
0,4.61023104360139,12.1999999999998,2.77166206259835,1,"Travel","Small",0,16.6958333333333,9,500,"gm08_150c"
0,2.84359854222463,12.8000000000002,1.91755301304861,1,"Travel","Small",118.77373862171,16.6991666666667,9,450,"gm08_150c"
0,2.5315320392989,11.3999999999996,1.83571124309387,1,"Travel","Small",118.77373862171,16.7027777777778,9,450,"gm08_150c"
0,3.48434595285491,13.1999999999998,2.29456131376484,1,"Travel","Small",0,16.7061111111111,9,450,"gm08_150c"
0,4.30403458216275,104.8,12.479520414225,1,"Scouting","Small",133.695456410209,16.7730555555556,9,450,"gm08_150c"
0,2.6343535695943,18.1999999999998,4.01141125100899,1,"Travel","Small",133.736428285581,16.8022222222222,9,450,"gm08_150c"
0,3.9382866443576,33.8000000000002,3.33331091265234,1,"Surf","Small",133.754782519154,16.8075,9,450,"gm08_150c"
0,1.42946730199909,12.5999999999995,1.83060694554887,1,"Surf","Small",0,16.8169444444444,9,450,"gm08_150c"
1,1.04087664497842,14.3999999999996,1.90170198284758,1,"Surf","Small",133.779026053813,16.8208333333333,9,450,"gm08_150c"
0,3.46204644760228,18,2.05760074483527,1,"Surf","Small",0,16.8280555555556,9,450,"gm08_150c"
0,4.16266218330752,19.3999999999996,3.15323633609014,1,"Surf","Small",0,16.8330555555556,9,450,"gm08_150c"
0,4.00388515830852,18.8000000000002,3.16031981826703,1,"Travel","Small",0,16.8386111111111,9,450,"gm08_150c"
0,2.91283779737482,152,19.6520436732234,0,"Scouting","Small",0,16.8438888888889,9,450,"gm08_150c"
0,2.7017822424683,12.8000000000002,2.61986403477903,0,"Travel","Small",0,16.8861111111111,9,450,"gm08_150c"
0,3.80225022387762,11.6000000000004,2.43379080730498,0,"Travel","Small",0,16.8897222222222,9,450,"gm08_150c"
0,3.11232227261294,15.8000000000002,2.45069464336931,0,"Travel","Small",0,16.8930555555556,9,450,"gm08_150c"
0,3.36227060213587,16.2000000000007,2.89950149198836,0,"Travel","Small",0,16.8975,9,450,"gm08_150c"
0,2.18170499051757,13.1999999999998,2.54863883283657,0,"Travel","Small",0,16.9022222222222,9,450,"gm08_150c"
0,2.14551069125996,14.3999999999996,3.07525308827502,0,"Travel","Small",0,16.9058333333333,9,450,"gm08_150c"
0,1.77489405563459,15.3999999999996,3.70766551747556,0,"Travel","Small",0,16.91,9,450,"gm08_150c"
0,2.24660380841192,29.1999999999998,7.69115787732706,0,"Scouting","Small",0,16.9144444444444,9,450,"gm08_150c"
0,3.19556791442169,27.3999999999996,3.49611705362919,0,"Travel","Small",0,16.9225,9,450,"gm08_150c"
0,2.37337417578174,17.7999999999993,2.92273080067037,0,"Travel","Small",0,16.9302777777778,9,450,"gm08_150c"
0,2.55719346968939,20.3999999999996,3.85866803656402,0,"Travel","Small",0,16.9352777777778,9,450,"gm08_150c"
0,2.49850705669096,130.400000000001,16.5413510446827,0,"Scouting","Small",0,16.9411111111111,9,450,"gm08_150c"
0,1.63067778565822,14.5999999999995,2.94080496684815,0,"Travel","Small",0,16.9772222222222,9,450,"gm08_150c"
0,2.23532619280717,13.1999999999998,1.80245624934539,0,"Travel","Small",0,16.9816666666667,9,450,"gm08_150c"
0,2.34595757198969,16.2000000000007,2.86135088827227,0,"Travel","Small",0,16.9852777777778,9,450,"gm08_150c"
0,1.80346170770769,20.1999999999998,3.77707981029669,0,"Travel","Small",0,16.99,9,450,"gm08_150c"
0,1.80621270801671,11.6000000000004,2.08856782749343,0,"Travel","Small",0,16.9958333333333,9,450,"gm08_150c"
0,2.02906203314664,12.3999999999996,2.3223085000985,0,"Travel","Small",0,16.9991666666667,9,450,"gm08_150c"
0,1.3013749749044,14.8000000000002,2.69167868346575,0,"Travel","Small",0,17.0025,9,450,"gm08_150c"
0,3.32138930298489,103,9.48836592264338,0,"Scouting","Small",0,17.0069444444444,9,400,"gm08_150c"
0,1.50744074513303,14.3999999999996,2.54884518756448,0,"Surf","Small",0,17.0355555555556,9,400,"gm08_150c"
0,2.98583658884243,19.7999999999993,3.17839912802645,0,"Surf","Small",0,17.0397222222222,9,400,"gm08_150c"
0,2.83033090341101,32,4.80184113427272,0,"Surf","Small",0,17.0452777777778,9,400,"gm08_150c"
0,1.1033592308153,20.6000000000004,3.94267899970765,0,"Surf","Small",0,17.0541666666667,9,400,"gm08_150c"
0,1.12508296570221,26.7999999999993,4.06716602563911,0,"Surf","Small",0,17.0602777777778,9,400,"gm08_150c"
0,1.03827545318681,34.5999999999985,4.50907318866901,0,"Surf","Small",0,17.0677777777778,9,400,"gm08_150c"
1,1.46659156151273,34.2000000000007,4.7911349301191,0,"Surf","Small",0,17.0775,9,400,"gm08_150c"
0,2.32152111347169,48.7999999999993,6.67864001062645,0,"Directed","Small",0,17.0872222222222,9,400,"gm08_150c"
0,1.38957638535252,15,2.64525508582134,0,"Travel","Small",0,17.1008333333333,9,400,"gm08_150c"
0,2.11244527197059,15.1999999999989,2.79261645403196,0,"Travel","Small",0,17.105,9,350,"gm08_150c"
0,2.63639213177813,112.199999999999,10.0661256805189,0,"Scouting","Small",0,17.1094444444444,9,350,"gm08_150c"
0,2.78176956448511,21.2000000000007,3.90029487118559,0,"Travel","Small",0,17.1405555555556,9,350,"gm08_150c"
0,2.18308528163584,17.3999999999996,3.01090040774932,0,"Travel","Small",0,17.1466666666667,9,350,"gm08_150c"
0,3.62376653231096,30.7999999999993,4.93535708913141,0,"Travel","Small",0,17.1516666666667,9,350,"gm08_150c"
0,3.20155827674443,89,8.57183533341739,0,"Scouting","Small",0,17.1602777777778,9,300,"gm08_150c"
0,2.7989549162547,15.6000000000004,3.15669231312148,0,"Travel","Small",0,17.185,9,300,"gm08_150c"
0,3.71601267250318,33.3999999999996,5.35816634961444,0,"Directed","Small",0,17.1894444444444,9,300,"gm08_150c"
0,3.02386403679612,12.8000000000011,2.47547330510377,0,"Travel","Small",0,17.1986111111111,9,300,"gm08_150c"
0,2.43611429738962,13.4000000000015,2.43328614802254,0,"Travel","Small",0,17.2022222222222,9,300,"gm08_150c"
0,4.34820213815193,17.4000000000015,3.1625413571411,0,"Travel","Small",0,17.2061111111111,9,300,"gm08_150c"
0,4.01661741725366,25.2000000000007,3.61179570592304,0,"Travel","Small",0,17.2111111111111,9,300,"gm08_150c"
0,1.97720277066879,20.8000000000011,4.32143120065388,0,"Travel","Small",0,17.2180555555556,9,250,"gm08_150c"
0,3.5008721639473,21.3999999999996,4.18265497731019,0,"Travel","Small",0,17.2241666666667,9,250,"gm08_150c"
0,2.66381271037931,59.3999999999996,8.95125119999503,0,"Directed","Small",0,17.23,9,250,"gm08_150c"
0,3.44883997961753,24.8000000000011,3.72771924849436,0,"Travel","Small",0,17.2466666666667,9,200,"gm08_150c"
0,2.89814817936928,34.6000000000004,5.17142240951749,0,"Travel","Small",0,17.2536111111111,9,200,"gm08_150c"
0,3.56739579421152,52.3999999999996,4.99122920136073,0,"Directed","Small",0,17.2633333333333,9,200,"gm08_150c"
0,3.00550659542067,29,4.51246055886,0,"Travel","Small",0,17.2780555555556,9,200,"gm08_150c"
0,2.98303740586772,17,3.02246984920375,0,"Travel","Small",0,17.2861111111111,9,200,"gm08_150c"
0,2.11788740363566,16.8000000000011,2.92135272266034,0,"Travel","Small",0,17.2908333333333,9,200,"gm08_150c"
0,2.64572864992182,23.7999999999993,4.04022655504708,0,"Surf","Small",0,17.2958333333333,9,200,"gm08_150c"
0,3.03062037819235,48,5.63030189676973,0,"Directed","Small",0,17.3025,9,200,"gm08_150c"
0,3.25855859073226,32.7999999999993,4.18755244667609,0,"Surf","Small",0,17.3158333333333,9,200,"gm08_150c"
0,2.88794383753649,26.6000000000004,2.96935895646529,0,"Surf","Small",0,17.3252777777778,9,200,"gm08_150c"
0,2.79616256566507,31.4000000000015,4.44268808893529,0,"Surf","Small",0,17.3325,9,200,"gm08_150c"
0,2.10289821632608,28.2000000000007,5.10234841956636,0,"Surf","Small",0,17.3413888888889,9,200,"gm08_150c"
0,2.67141456450122,38.4000000000015,5.93073119951744,0,"Directed","Small",0,17.3491666666667,9,200,"gm08_150c"
0,2.56206760873045,33.8000000000011,4.91603482231176,0,"Travel","Small",0,17.36,9,200,"gm08_150c"
0,3.28850478220939,43,6.53079394389478,0,"Directed","Small",0,17.3694444444444,9,200,"gm08_150c"
0,2.87378842242337,23.2000000000007,3.78339308860993,0,"Travel","Small",0,17.3816666666667,11.5,200,"gm08_150c"
0,3.15278814507466,30.3999999999996,4.14489738544014,0,"Travel","Small",0,17.3880555555556,11.5,200,"gm08_150c"
0,2.04010963884498,21,3.10777146022935,0,"Travel","Small",0,17.3966666666667,11.5,200,"gm08_150c"
0,1.65462004453063,16,2.60574222060914,0,"Travel","Small",0,17.4027777777778,14,200,"gm08_150c"
0,2.86138857124612,32.8000000000011,4.86321431316821,0,"Travel","Small",0,17.4072222222222,14,200,"gm08_150c"
0,2.71196115139148,84.6000000000004,9.24981667644677,0,"Crowded","Small",0,17.4163888888889,14,200,"gm08_150c"
