Tag ID,Tag Type,Field Site,Duration,Depth,Descent_Rate,Ascent_Rate,Descent_Pitch,Ascent_Pitch,Var_Pitch,Bottom_Duration,Surface_Duration,Var_Heading,Var_Roll,ODBA,Wiggliness
ha14_166a,dtag,Jan Mayen,1160.8,214.426816,0.842469631,0.291698703,-0.576552773,0.178647126,0.120099958,5.316666667,1.433333333,0.428984961,0.194789731,1.186567012,0.187269662
ha14_166a,dtag,Jan Mayen,1405.8,339.604741,0.932252321,0.366157928,-0.74162718,0.232517188,0.138618467,5.126666667,2.46,0.317126979,0.227648764,1.12641063,0.117917888
ha14_166a,dtag,Jan Mayen,1035.6,259.529481,0.806588411,0.347479424,-0.639816759,0.195754855,0.14786748,2.11,3.476666667,0.272675684,0.239216577,1.038899649,0.154954737
ha14_166a,dtag,Jan Mayen,1805.4,612.436999,1.72731568,0.679903472,-0.965445729,0.374501996,0.152481627,12.30333333,2.543333333,0.40205203,0.695104083,1.239301627,0.105052779
ha14_166a,dtag,Jan Mayen,1584.6,340.7305,0.439250393,0.626049454,-0.261423771,0.408844527,0.10880866,7.703333333,3.093333333,0.388531227,0.0826,1.440759933,0.08839292
ha14_166a,dtag,Jan Mayen,1557.8,587.452411,1.290343487,0.665672124,-0.773011174,0.459987478,0.153020282,7.006666667,3.843333333,0.301347238,0.076463919,1.120081346,0.10611608
ha14_166a,dtag,Jan Mayen,285,77.991984,1.294476187,0.975875676,-0.568614948,0.33841415,0.053221292,2.763333333,3.173333333,0.060495725,0.053844726,1.103581803,0.084444187
ha14_166a,dtag,Jan Mayen,1343.4,720.095727,0.936760696,1.143396998,-0.543679261,0.549823111,0.235487211,2.57,3.09,0.140003549,0.592416714,1.624171867,0.179680239
ha14_166a,dtag,Jan Mayen,3256.4,1489.309366,1.944273204,0.634086016,-1.18047171,0.517674319,0.270953806,10.14333333,2.62,0.304834952,0.325102804,1.465701139,0.068833934
ha14_166a,dtag,Jan Mayen,151.2,94.463993,2.45597247,0.884834459,-1.048868167,0.463738974,0.193518612,0.466666667,1.206666667,0.103539483,0.074955777,1.033767944,0.051367092
ha14_166a,dtag,Jan Mayen,1252.6,373.603534,1.302467728,0.414492775,-0.6177671,0.432045225,0.120672215,4.046666667,2.2,0.705591226,0.136646274,1.619125133,0.051162789
ha14_166a,dtag,Jan Mayen,786.4,138.664578,0.744688369,1.043480452,-0.306451216,0.56830775,0.045260068,8.593333333,2.09,0.037940862,0.088701038,1.030335734,0.090471392
ha14_166a,dtag,Jan Mayen,599.4,160.901605,0.614067785,0.55137977,-0.270593715,0.23424018,0.049112073,2.153333333,2.516666667,0.031726466,0.130126869,1.081855169,0.285588935
