date,tx.frequency,sex,mass.grams,forearm.mm,capture.body.condition,migration,julian.day,julian.day.of.capture,days.since.capture,cloud.cover,windspeed,winddirection,airpressure,airtemp,relativehumid
2016-05-07,Motus_34,f,26,53.8,0.483271375,0,128,128,0,0,1.6,130,1010.6,13.8,68
2016-05-08,Motus_34,f,26,53.8,0.483271375,0,129,128,1,0,2.8,130,1010.6,15.3,54
2016-05-09,Motus_34,f,26,53.8,0.483271375,1,130,128,2,0,0.8,70,1010.9,15.4,64
2016-05-07,Motus_36,f,25.5,54.38,0.468922398,0,128,128,0,0,1.6,130,1010.6,13.8,68
2016-05-08,Motus_36,f,25.5,54.38,0.468922398,0,129,128,1,0,2.8,130,1010.6,15.3,54
2016-05-09,Motus_36,f,25.5,54.38,0.468922398,0,130,128,2,0,0.8,70,1010.9,15.4,64
2016-05-10,Motus_36,f,25.5,54.38,0.468922398,0,131,128,3,0,2.3,30,1007.3,15,72
2016-05-11,Motus_36,f,25.5,54.38,0.468922398,0,132,128,4,0,1.8,300,998.3,15,81
2016-05-12,Motus_36,f,25.5,54.38,0.468922398,0,133,128,5,7,4.1,250,999,9.6,88
2016-05-13,Motus_36,f,25.5,54.38,0.468922398,0,134,128,6,8,1.7,290,1004.3,12.1,96
2016-05-14,Motus_36,f,25.5,54.38,0.468922398,0,135,128,7,8,1.9,10,1016.9,8.1,85
2016-05-15,Motus_36,f,25.5,54.38,0.468922398,0,136,128,8,8,1.3,280,1023.5,7.4,68
2016-05-16,Motus_36,f,25.5,54.38,0.468922398,0,137,128,9,7,0.9,210,1022.2,7.5,91
2016-05-17,Motus_36,f,25.5,54.38,0.468922398,0,138,128,10,5,1.4,340,1018.4,9.4,85
2016-05-18,Motus_36,f,25.5,54.38,0.468922398,0,139,128,11,8,4.1,260,1010,11.6,88
2016-05-19,Motus_36,f,25.5,54.38,0.468922398,0,140,128,12,8,2.2,280,1021.1,10,77
2016-05-20,Motus_36,f,25.5,54.38,0.468922398,0,141,128,13,0,1.1,50,1021.2,11.3,84
2016-05-21,Motus_36,f,25.5,54.38,0.468922398,1,142,128,14,0,1.9,40,1014.5,14.2,80
2016-05-02,Motus_41,f,31.2,53.8,0.579925651,1,123,123,0,0,1.6,100,1021.6,8.3,94
